Unnamed: 0_x,name,rating_x,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee,Unnamed: 0_y,company description,rating_y,review,salaries,no. of job opening
3717,Balaji Enterprises,4.1,(110 Reviews),Private,"Mumbai,Maharashtra + 36 more",31 years old,1k-5k employees (Global),4515,Real Estate | 11-50 Employees | 32 years old | Mumbai +50 more,4.0,159 Reviews,1.4k Salaries,-- Jobs
3719,Brand Factory,3.9,(110 Reviews),"Mumbai,Maharashtra + 28 more",16 years old,501-1k employees (Global),,5011,Retail | 10k-50k Employees | Public | 17 years old | Mumbai +36 more,4.5,141 Reviews,852 Salaries,-- Jobs
3721,Advaith Motors,4.2,(110 Reviews),"Bangalore/Bengaluru,Karnataka + 8 more",24 years old,501-1k employees (Global),,5362,Automobile | 501-1k Employees (Global) | 25 years old | Bangalore/Bengaluru +9 more,4.1,131 Reviews,623 Salaries,2 Jobs
3724,Sun Direct TV,4.4,(110 Reviews),Private,"Chennai,Tamil Nadu + 26 more",15 years old,501-1k employees (Global),4901,Broadcasting | 1k-5k Employees | 16 years old | Chennai +37 more,4.3,144 Reviews,741 Salaries,6 Jobs
3726,Hindware,3.9,(110 Reviews),Private,Gurgaon + 27 more,62 years old,10k-50k employees (Global),2301,Building Material | 501-1k Employees | 63 years old | Gurgaon +58 more,4.2,331 Reviews,1.6k Salaries,4 Jobs
3727,Pratibha Syntex,4.2,(110 Reviews),Indore + 5 more,25 years old,501-1k employees (India),,5457,Fashion & Textile | 501-1k Employees | 26 years old | Indore +10 more,4.3,128 Reviews,581 Salaries,1 Jobs
3728,RAKS Pharma,3.7,(110 Reviews),Private,"Visakhapatnam/Vizag,Andhra Pradesh + 5 more",14 years old,201-500 employees (India),4814,Pharma | 201-500 Employees | 15 years old | Visakhapatnam/Vizag +7 more,3.9,147 Reviews,813 Salaries,-- Jobs
3728,RAKS Pharma,3.7,(110 Reviews),Private,"Visakhapatnam/Vizag,Andhra Pradesh + 5 more",14 years old,201-500 employees (India),4825,Pharma | 201-500 Employees | 15 years old | Visakhapatnam/Vizag +7 more,3.9,147 Reviews,813 Salaries,-- Jobs
3732,Arun Excello,3.8,(110 Reviews),"Chennai,Tamil Nadu + 5 more",35 years old,501-1k employees (Global),,4648,Real Estate | 501-1k Employees | 36 years old | Chennai +11 more,3.5,154 Reviews,960 Salaries,21 Jobs
3734,Kesari Tours,3.8,(110 Reviews),Private,"Mumbai,Maharashtra + 8 more",38 years old,1k-5k employees (Global),5871,Travel & Tourism | 501-1k Employees | 39 years old | Mumbai +10 more,3.8,118 Reviews,866 Salaries,9 Jobs
3738,Filatex India,4.0,(109 Reviews),Public,"Noida,Uttar Pradesh + 7 more",32 years old,1k-5k employees (Global),4927,Fashion & Textile | 1k-5k Employees | Public | 33 years old | Noida +9 more,3.9,143 Reviews,1.1k Salaries,1 Jobs
3738,Filatex India,4.0,(109 Reviews),Public,"Noida,Uttar Pradesh + 7 more",32 years old,1k-5k employees (Global),4948,Fashion & Textile | 1k-5k Employees | Public | 33 years old | Noida +9 more,3.9,143 Reviews,1.1k Salaries,1 Jobs
3740,Acute Informatics,3.3,(109 Reviews),Private,"Ahmedabad,Gujrat + 29 more",17 years old,501-1k employees (Global),5207,IT Services & Consulting | 201-500 Employees | 18 years old | Ahmedabad +30 more,3.3,135 Reviews,682 Salaries,1 Jobs
3741,IQ BackOffice,3.8,(109 Reviews),"El Segundo,California + 1 more",20 years old,201-500 employees (India),,4157,IT Services & Consulting | 201-500 Employees | 21 years old | El Segundo +4 more,3.7,175 Reviews,1.3k Salaries,-- Jobs
3742,ILJIN AUTOMOTIVE,3.7,(109 Reviews),Seoul + 6 more,49 years old,,,4789,Automobile | 50 years old | Seoul +10 more,3.7,148 Reviews,821 Salaries,-- Jobs
3742,ILJIN AUTOMOTIVE,3.7,(109 Reviews),Seoul + 6 more,49 years old,,,4802,Automobile | 50 years old | Seoul +10 more,3.7,148 Reviews,821 Salaries,-- Jobs
3745,Aditya Birla Money,3.9,(109 Reviews),Public,Mumbai + 31 more,66 years old,501-1k employees (Global),5105,201-500 Employees | Public | 67 years old | Mumbai +35 more,4.0,138 Reviews,818 Salaries,-- Jobs
3746,Bimal Auto Agency,4.1,(109 Reviews),"Bangalore/Bengaluru,Karnataka + 3 more",11 years old,501-1k employees (India),,5931,Auto Components | 501-1k Employees | 12 years old | Bangalore/Bengaluru +6 more,3.8,116 Reviews,611 Salaries,5 Jobs
3749,Acute Informatics,3.3,(109 Reviews),Private,"Ahmedabad,Gujrat + 29 more",17 years old,501-1k employees (Global),5207,IT Services & Consulting | 201-500 Employees | 18 years old | Ahmedabad +30 more,3.3,135 Reviews,682 Salaries,1 Jobs
3751,Technocon Services,3.5,(109 Reviews),"Kolkata,West Bengal + 15 more",40 years old,501-1k employees (Global),,4756,Telecom | 51-200 Employees | 41 years old | Kolkata +20 more,3.3,150 Reviews,725 Salaries,1 Jobs
3754,Filatex India,4.0,(109 Reviews),Public,"Noida,Uttar Pradesh + 7 more",32 years old,1k-5k employees (Global),4927,Fashion & Textile | 1k-5k Employees | Public | 33 years old | Noida +9 more,3.9,143 Reviews,1.1k Salaries,1 Jobs
3754,Filatex India,4.0,(109 Reviews),Public,"Noida,Uttar Pradesh + 7 more",32 years old,1k-5k employees (Global),4948,Fashion & Textile | 1k-5k Employees | Public | 33 years old | Noida +9 more,3.9,143 Reviews,1.1k Salaries,1 Jobs
3756,Supr Daily,3.6,(109 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 17 more",7 years old,501-1k employees (Global),3240,Internet | 11-50 Employees | Startup | 8 years old | Bangalore +23 more,3.9,227 Reviews,1.4k Salaries,1 Jobs
3757,Kimberly-Clark,4.3,(109 Reviews),Private,"Irving,Texas + 26 more",150 years old,501-1k employees (India),3796,Beauty & Personal Care | 501-1k Employees | Forbes Global 2000 | 151 years old | Irving +39 more,4.4,192 Reviews,1.3k Salaries,21 Jobs
3758,HYT Engineering,3.7,(109 Reviews),"Pune,Maharashtra + 5 more",45 years old,201-500 employees (India),,3529,Industrial Machinery | 201-500 Employees | 46 years old | Pune +18 more,3.2,208 Reviews,1.1k Salaries,26 Jobs
3760,Cipla Health,4.0,(3.9k Reviews),Public,Mumbai + 29 more,9 years old,501-1k employees (India),3586,Pharma | 501-1k Employees | Public | 10 years old | Mumbai +45 more,4.3,204 Reviews,1k Salaries,-- Jobs
3761,Wirtgen India,4.0,(108 Reviews),Private,"Pune,Maharashtra + 19 more",61 years old,201-500 employees (India),4263,Industrial Machinery | 501-1k Employees | 62 years old | Pune +23 more,4.0,170 Reviews,979 Salaries,-- Jobs
3763,EXEDY,3.8,(108 Reviews),Private,Keysborough + 5 more,45 years old,501-1k employees (Global),2778,Auto Components | 201-500 Employees | 46 years old | Keysborough +16 more,3.8,269 Reviews,1.7k Salaries,3 Jobs
3764,Tata Metaliks,4.1,(108 Reviews),Public,"Kolkata,West Bengal + 5 more",32 years old,1k-5k employees (India),3273,Iron & Steel | 1k-5k Employees | Public | 33 years old | Kolkata +8 more,4.0,225 Reviews,1k Salaries,-- Jobs
3765,Ipsos,3.6,(108 Reviews),Private,Paris + 15 more,47 years old,51-200 employees (India),4267,Analytics & KPO | 1k-5k Employees | 48 years old | Paris +20 more,3.3,170 Reviews,1.5k Salaries,4 Jobs
3768,Vivimed Labs,4.1,(108 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 8 more",31 years old,501-1k employees (Global),5037,Chemicals | 501-1k Employees | Public | 32 years old | Hyderabad/Secunderabad +10 more,3.8,140 Reviews,949 Salaries,-- Jobs
3769,Amphenol Fci,4.0,(108 Reviews),Kochi + 3 more,41 years old,501-1k employees (India),,5583,Electrical Equipment | 501-1k Employees | 42 years old | Kochi +6 more,3.5,125 Reviews,853 Salaries,3 Jobs
3772,TMEIC,3.9,(108 Reviews),Private,"Salem,VA + 6 more",201-500 employees (Global),,4039,Industrial Machinery | 201-500 Employees | 20 years old | Tokyo +6 more,3.9,180 Reviews,1.3k Salaries,4 Jobs
3772,TMEIC,3.9,(108 Reviews),Private,"Salem,VA + 6 more",201-500 employees (Global),,4042,Industrial Machinery | 201-500 Employees | 20 years old | Tokyo +6 more,3.9,180 Reviews,1.3k Salaries,4 Jobs
3773,Pristyn Care,4.0,(108 Reviews),Delhi + 10 more,,,,1472,Healthcare | 1k-5k Employees | Indian Unicorn | 5 years old | Delhi +23 more,3.5,578 Reviews,3k Salaries,131 Jobs
3774,Paytm Mall,3.7,(108 Reviews),Delhi + 20 more,12 years old,501-1k employees (India),,5762,Internet | 501-1k Employees | Indian Unicorn | 13 years old | Delhi +20 more,3.7,120 Reviews,1.3k Salaries,-- Jobs
3776,Gaja Engineering,4.2,(108 Reviews),Private,Hyderabad + 10 more,11 years old,201-500 employees (India),3885,Engineering & Construction | 201-500 Employees | 12 years old | Hyderabad +22 more,4.1,188 Reviews,1k Salaries,2 Jobs
3777,Teleindia Networks,3.8,(108 Reviews),"Bangalore/Bengaluru,Karnataka + 10 more",16 years old,51-200 employees (Global),,4425,Telecom | 51-200 Employees | 17 years old | Bangalore/Bengaluru +18 more,4.0,162 Reviews,1.1k Salaries,-- Jobs
3778,C DOT,4.0,(108 Reviews),"Delhi/NCR,New Delhi + 7 more",38 years old,51-200 employees (India),,5402,Telecom | 51-200 Employees | 39 years old | Delhi/NCR +9 more,4.1,130 Reviews,890 Salaries,4 Jobs
3779,Nova IVI Fertility,4.0,(108 Reviews),Private,Bangalore + 16 more,11 years old,1k-5k employees (Global),5303,Healthcare | 501-1k Employees | 12 years old | Bangalore +25 more,4.0,132 Reviews,592 Salaries,-- Jobs
3782,Bombay Hospital,3.7,(108 Reviews),Private,"Mumbai,Maharashtra + 4 more",70 years old,1k-5k employees (Global),5747,Healthcare | 501-1k Employees | 71 years old | Mumbai +5 more,3.7,121 Reviews,493 Salaries,-- Jobs
3783,CG Foods,3.9,(108 Reviews),Private,Lalitpur + 16 more,38 years old,501-1k employees (Global),3564,FMCG | 1k-5k Employees | 39 years old | Lalitpur +32 more,3.7,205 Reviews,7.4k Salaries,10 Jobs
3784,Jayashree Polymers,3.7,(108 Reviews),"Pune,Maharashtra + 8 more",38 years old,1k-5k employees (Global),,4283,Auto Components | 201-500 Employees | 39 years old | Pune +7 more,3.5,169 Reviews,1.2k Salaries,2 Jobs
3786,CR Asia,3.8,(108 Reviews),Bangkok + 5 more,31 years old,201-500 employees (India),,4358,Oil & Gas | 201-500 Employees | 32 years old | Bangkok +10 more,4.0,165 Reviews,805 Salaries,3 Jobs
3787,Tbea Energy,4.0,(108 Reviews),Private,"Karjan,Gujrat + 12 more",12 years old,501-1k employees (Global),4715,Electrical Equipment | 501-1k Employees | 13 years old | Karjan +13 more,3.9,151 Reviews,1.1k Salaries,-- Jobs
3787,Tbea Energy,4.0,(108 Reviews),Private,"Karjan,Gujrat + 12 more",12 years old,501-1k employees (Global),4726,Electrical Equipment | 501-1k Employees | 13 years old | Karjan +13 more,3.9,151 Reviews,1.1k Salaries,-- Jobs
3788,Webtel Electrosoft,3.9,(108 Reviews),"Delhi/NCR,Delhi + 10 more",22 years old,201-500 employees (India),,4619,IT Services & Consulting | 201-500 Employees | 23 years old | Delhi/NCR +12 more,4.1,155 Reviews,875 Salaries,10 Jobs
3790,Moon Beverages,3.8,(108 Reviews),Public,New Delhi + 7 more,35 years old,501-1k employees (Global),3935,Beverage | 51-200 Employees | Public | 36 years old | New Delhi +12 more,3.8,185 Reviews,941 Salaries,2 Jobs
3792,QDVC,4.8,(108 Reviews),Private,Doha + 3 more,15 years old,51-200 employees (India),6225,Engineering & Construction | 51-200 Employees | 16 years old | Doha +4 more,4.8,111 Reviews,125 Salaries,-- Jobs
3797,ICRA,3.5,(150 Reviews),Public,"Gurgaon/Gurugram,Haryana + 13 more",31 years old,501-1k employees (Global),3344,Financial Services | 201-500 Employees | Public | 32 years old | Gurgaon/Gurugram +14 more,3.3,219 Reviews,1.7k Salaries,77 Jobs
3799,InKnowTech,3.1,(107 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 16 more",20 years old,501-1k employees (Global),4234,IT Services & Consulting | 51-200 Employees | 21 years old | Bangalore/Bengaluru +22 more,3.6,171 Reviews,1.5k Salaries,9 Jobs
3801,Marksans Pharma,3.1,(107 Reviews),Public,"Mumbai,Maharashtra + 6 more",30 years old,1k-5k employees (Global),4154,Pharma | 201-500 Employees | Public | 31 years old | Mumbai +10 more,3.4,175 Reviews,1.1k Salaries,-- Jobs
3803,Unique Engineers,3.6,(107 Reviews),Private,Gurgaon + 22 more,32 years old,201-500 employees (Global),5230,Industrial Machinery | 201-500 Employees | 33 years old | Gurgaon +25 more,3.7,135 Reviews,847 Salaries,-- Jobs
3804,Teleone,3.5,(107 Reviews),Private,"Delhi/NCR,Delhi + 15 more",24 years old,501-1k employees (Global),4415,Internet | 501-1k Employees | 25 years old | Delhi/NCR +16 more,3.8,163 Reviews,902 Salaries,-- Jobs
3805,NOVO Medisciences,3.3,(107 Reviews),Mumbai + 16 more,76 years old,201-500 employees (Global),,4765,Pharma | 201-500 Employees | 77 years old | Mumbai +17 more,2.7,150 Reviews,485 Salaries,23 Jobs
3807,Milk Mantra Dairy,3.3,(107 Reviews),Private,Bhubaneswar + 8 more,13 years old,201-500 employees (India),4576,Food Processing | 201-500 Employees | 14 years old | Bhubaneswar +16 more,3.7,156 Reviews,790 Salaries,-- Jobs
3811,Mohani Tea Leaves,3.5,(107 Reviews),Private,"Kanpur,Uttar Pradesh + 16 more",30 years old,501-1k employees (Global),6099,FMCG | 201-500 Employees | 31 years old | Kanpur +15 more,3.8,113 Reviews,606 Salaries,-- Jobs
3814,Marksans Pharma,3.1,(107 Reviews),Public,"Mumbai,Maharashtra + 6 more",30 years old,1k-5k employees (Global),4154,Pharma | 201-500 Employees | Public | 31 years old | Mumbai +10 more,3.4,175 Reviews,1.1k Salaries,-- Jobs
3816,Kronos Solutions,4.3,(107 Reviews),Private,"Lowell,Massachusetts + 1 more",45 years old,11-50 employees (India),4665,Software Product | 1k-5k Employees | 46 years old | Lowell +1 more,4.1,153 Reviews,2.1k Salaries,7 Jobs
3817,Milk Mantra Dairy,3.3,(107 Reviews),Private,Bhubaneswar + 8 more,13 years old,201-500 employees (India),4576,Food Processing | 201-500 Employees | 14 years old | Bhubaneswar +16 more,3.7,156 Reviews,790 Salaries,-- Jobs
3818,Iconic,3.9,(107 Reviews),Private,Gurugram + 17 more,9 years old,501-1k employees (Global),3417,Retail | 201-500 Employees | 10 years old | Gurugram +24 more,4.0,215 Reviews,919 Salaries,5 Jobs
3819,Unique Engineers,3.6,(107 Reviews),Private,Gurgaon + 22 more,32 years old,201-500 employees (Global),5230,Industrial Machinery | 201-500 Employees | 33 years old | Gurgaon +25 more,3.7,135 Reviews,847 Salaries,-- Jobs
3820,Calsoft,3.7,(107 Reviews),Private,"San Jose,California + 2 more",24 years old,501-1k employees (Global),3225,IT Services & Consulting | 501-1k Employees | 25 years old | San Jose +5 more,3.2,228 Reviews,2.8k Salaries,50 Jobs
3823,Cliantha Research,4.4,(107 Reviews),Public,"Ahmedabad,Gujrat + 4 more",18 years old,501-1k employees (India),4165,Clinical Research | 501-1k Employees | Public | 19 years old | Ahmedabad +6 more,4.1,175 Reviews,1k Salaries,8 Jobs
3824,Ratna Sagar,3.4,(107 Reviews),Private,"Delhi/NCR,Delhi + 19 more",40 years old,501-1k employees (India),4503,Printing & Publishing | 501-1k Employees | 41 years old | Delhi/NCR +20 more,3.9,159 Reviews,813 Salaries,22 Jobs
3826,Welspun Flooring,3.6,(107 Reviews),Public,Hyderabad + 9 more,6 years old,201-500 employees (Global),3354,Building Material | 51-200 Employees | Public | 7 years old | Hyderabad +18 more,3.7,218 Reviews,1.1k Salaries,5 Jobs
3826,Welspun Flooring,3.6,(107 Reviews),Public,Hyderabad + 9 more,6 years old,201-500 employees (Global),3362,Building Material | 51-200 Employees | Public | 7 years old | Hyderabad +18 more,3.7,218 Reviews,1.1k Salaries,5 Jobs
3827,Radnik Exports,4.5,(107 Reviews),Private,"Delhi/NCR,Delhi + 3 more",41 years old,201-500 employees (India),4639,Fashion & Textile | 201-500 Employees | 42 years old | Delhi/NCR +4 more,4.1,154 Reviews,759 Salaries,-- Jobs
3828,KEM Hospital,4.3,(107 Reviews),Private,Mumbai + 1 more,96 years old,501-1k employees (Global),5053,Healthcare | 51-200 Employees | 97 years old | Mumbai +3 more,4.2,140 Reviews,607 Salaries,7 Jobs
3829,5paisa Capital,3.6,(107 Reviews),Public,"Thane,Maharashtra + 6 more",6 years old,501-1k employees (Global),3361,Financial Services | 201-500 Employees | Public | 8 years old | Thane +8 more,3.9,218 Reviews,1.2k Salaries,22 Jobs
3831,TMF Group,3.4,(106 Reviews),Private,"Amsterdam,North Holland + 7 more",34 years old,5k-10k employees (Global),4243,Financial Services | 501-1k Employees | 35 years old | Amsterdam  +8 more,3.8,171 Reviews,1.4k Salaries,22 Jobs
3834,Shimizu,4.0,(106 Reviews),Private,"Chuo-ku,Tokyo + 13 more",218 years old,51-200 employees (India),5665,Engineering & Construction | 51-200 Employees | Forbes Global 2000 | 219 years old | Chuo-ku +13 more,3.9,123 Reviews,710 Salaries,-- Jobs
3835,Jitm Skills,3.5,(106 Reviews),"Delhi/NCR,Delhi + 23 more",9 years old,501-1k employees (Global),,5067,Education & Training | 51-200 Employees | 10 years old | Delhi/NCR +30 more,3.4,139 Reviews,640 Salaries,-- Jobs
3836,Hyva,3.5,(106 Reviews),Mumbai + 9 more,43 years old,1k-5k employees (Global),,4620,Urban Transport | 501-1k Employees | 44 years old | Mumbai +13 more,3.4,154 Reviews,975 Salaries,8 Jobs
3837,IKF Finance,3.4,(106 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 30 more",31 years old,201-500 employees (India),3744,NBFC | 1k-5k Employees | Public | 32 years old | Hyderabad/Secunderabad +63 more,3.9,195 Reviews,1.1k Salaries,18 Jobs
3838,Lifelong India,4.2,(106 Reviews),Private,"Delhi/NCR,Delhi + 4 more",37 years old,1k-5k employees (Global),5012,Petrochemicals | 501-1k Employees | 38 years old | Delhi/NCR +5 more,3.9,141 Reviews,872 Salaries,-- Jobs
3841,C.G. Marketing,4.3,(106 Reviews),Private,Kowloon + 15 more,8 years old,501-1k employees (Global),5259,Marketing & Advertising | 501-1k Employees (Global) | 9 years old | Kowloon +19 more,4.0,134 Reviews,524 Salaries,-- Jobs
3843,Jitm Skills,3.5,(106 Reviews),"Delhi/NCR,Delhi + 23 more",9 years old,501-1k employees (Global),,5067,Education & Training | 51-200 Employees | 10 years old | Delhi/NCR +30 more,3.4,139 Reviews,640 Salaries,-- Jobs
3844,Hyva,3.5,(106 Reviews),Mumbai + 9 more,43 years old,1k-5k employees (Global),,4620,Urban Transport | 501-1k Employees | 44 years old | Mumbai +13 more,3.4,154 Reviews,975 Salaries,8 Jobs
3845,NDTV,3.5,(106 Reviews),Private,"Delhi/NCR,New Delhi + 4 more",33 years old,1k-5k employees (Global),6015,Broadcasting | 1k-5k Employees | 34 years old | New Delhi +6 more,3.9,115 Reviews,763 Salaries,5 Jobs
3846,Kazo Fashion,3.2,(106 Reviews),Private,"Noida,Uttar Pradesh + 22 more",15 years old,201-500 employees (Global),5275,Fashion & Textile | 51-200 Employees | 16 years old | Delhi +24 more,3.4,133 Reviews,594 Salaries,-- Jobs
3846,Kazo Fashion,3.2,(106 Reviews),Private,"Noida,Uttar Pradesh + 22 more",15 years old,201-500 employees (Global),5290,Fashion & Textile | 51-200 Employees | 16 years old | Delhi +24 more,3.4,133 Reviews,594 Salaries,-- Jobs
3854,Aster MIMS,4.4,(106 Reviews),Private,Kozhikode + 10 more,22 years old,201-500 employees (India),5599,Healthcare | 1k-5k Employees | 23 years old | Kozhikode +14 more,4.0,125 Reviews,616 Salaries,202 Jobs
3858,Fleet Management,4.2,(106 Reviews),Private,Wong Chuk Hang + 12 more,28 years old,10k-50k employees (Global),5008,Ports & Shipping | 201-500 Employees | 29 years old | Wong Chuk Hang +13 more,3.9,141 Reviews,706 Salaries,4 Jobs
3859,IKF Finance,3.4,(106 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 30 more",31 years old,201-500 employees (India),3744,NBFC | 1k-5k Employees | Public | 32 years old | Hyderabad/Secunderabad +63 more,3.9,195 Reviews,1.1k Salaries,18 Jobs
3860,Amco Batteries,4.2,(106 Reviews),"Chennai,Tamil Nadu + 23 more",67 years old,201-500 employees (Global),,5458,Auto Components | 201-500 Employees | Public | 68 years old | Chennai +24 more,4.3,128 Reviews,647 Salaries,-- Jobs
3861,SSF PLASTICS,3.9,(106 Reviews),Private,"Mumbai,Maharashtra + 9 more",16 years old,201-500 employees (Global),4256,Petrochemicals | 501-1k Employees | 17 years old | Mumbai +10 more,3.8,170 Reviews,1.2k Salaries,-- Jobs
3862,NXP Semiconductors,3.9,(106 Reviews),Public,Eindhoven + 6 more,53 years old,10k-50k employees (Global),4395,Semiconductors | 1k-5k Employees | Public | 54 years old | Eindhoven +9 more,4.1,164 Reviews,1.9k Salaries,34 Jobs
3864,PIX Transmissions,4.2,(106 Reviews),Public,"Nagpur,Maharashtra + 4 more",41 years old,51-200 employees (India),5009,Fashion & Textile | 51-200 Employees | Public | 42 years old | Nagpur +7 more,4.0,141 Reviews,834 Salaries,5 Jobs
3866,iB Hubs,4.6,(116 Reviews),Private,Gurgaon + 3 more,6 years old,501-1k employees (India),5905,IT Services & Consulting | 501-1k Employees | 7 years old | Gurgaon +6 more,4.3,117 Reviews,283 Salaries,-- Jobs
3868,RattanIndia Power,2.9,(105 Reviews),Public,"Delhi/NCR,Delhi + 7 more",15 years old,201-500 employees (Global),5542,Metals & Mining | 1k-5k Employees | Public | 16 years old | Delhi/NCR +6 more,3.2,126 Reviews,756 Salaries,-- Jobs
3870,Smart Chip,3.9,(105 Reviews),Private,Noida + 28 more,26 years old,501-1k employees (Global),4630,Electronics Manufacturing | 501-1k Employees | 27 years old | Noida +44 more,3.9,154 Reviews,747 Salaries,-- Jobs
3872,BPO+,3.7,(105 Reviews),Private,Doha + 32 more,17 years old,501-1k employees (Global),4760,BPO | 201-500 Employees | 18 years old | Doha +38 more,4.0,150 Reviews,2k Salaries,2 Jobs
3873,Uttam Value Steels,3.9,(105 Reviews),Public,Mumbai + 5 more,48 years old,1k-5k employees (Global),4891,Iron & Steel | 1k-5k Employees | Public | 49 years old | Mumbai +6 more,4.1,145 Reviews,703 Salaries,-- Jobs
3874,DEC Infra,3.4,(105 Reviews),Hyderabad + 9 more,54 years old,51-200 employees (Global),,3938,Real Estate | 201-500 Employees | 55 years old | Hyderabad +17 more,3.5,185 Reviews,1.2k Salaries,-- Jobs
3876,Neel Auto,4.1,(105 Reviews),Private,New Delhi + 8 more,19 years old,501-1k employees (Global),6740,Industrial Machinery | 11-50 Employees | 20 years old | New Delhi +10 more,4.1,102 Reviews,449 Salaries,-- Jobs
3878,DDB Mudra Group,3.5,(105 Reviews),Private,"Mumbai,Maharashtra + 22 more",42 years old,501-1k employees (Global),5710,Marketing & Advertising | 1k-5k Employees | 43 years old | Mumbai +24 more,3.5,122 Reviews,1k Salaries,4 Jobs
3879,Amul Dairy,4.0,(105 Reviews),Private,Anand + 36 more,74 years old,501-1k employees (Global),2879,Food Processing | 1k-5k Employees | 75 years old | Anand +65 more,4.2,259 Reviews,1.2k Salaries,-- Jobs
3880,Centrumdirect,3.7,(105 Reviews),Private,"Mumbai,Maharashtra + 21 more",25 years old,201-500 employees (Global),6797,Financial Services | 1k-5k Employees | 26 years old | Mumbai +19 more,3.9,101 Reviews,407 Salaries,-- Jobs
3885,CETPA InfoTech,4.4,(105 Reviews),Private,"Noida,Uttar Pradesh + 6 more",20 years old,501-1k employees (India),6176,IT Services & Consulting | 501-1k Employees | 21 years old | Noida +5 more,4.2,112 Reviews,675 Salaries,27 Jobs
3886,NSL Textiles,4.2,(105 Reviews),Private,"Guntur,Andhra Pradesh + 10 more",20 years old,5k-10k employees (Global),5481,Fashion & Textile | 1k-5k Employees | 21 years old | Guntur +12 more,4.2,128 Reviews,584 Salaries,-- Jobs
3888,ALTEN,3.8,(105 Reviews),Private,Paris + 5 more,34 years old,201-500 employees (India),2261,IT Services & Consulting | 1k-5k Employees | 35 years old | Bengaluru/Bangalore +12 more,3.7,338 Reviews,3k Salaries,41 Jobs
3892,Midland Microfin,3.9,(105 Reviews),Jalandhar + 36 more,11 years old,1k-5k employees (India),,3978,Financial Services | 1k-5k Employees | 12 years old | Jalandhar +59 more,3.5,183 Reviews,805 Salaries,-- Jobs
3893,TALENTEDGE,3.1,(105 Reviews),Private,Gurgaon + 8 more,10 years old,201-500 employees (Global),4247,EdTech | 201-500 Employees | Startup | 11 years old | Mumbai +9 more,3.2,171 Reviews,1.1k Salaries,9 Jobs
3895,Bell Finvest,2.3,(105 Reviews),Public,"Mumbai,Maharashtra + 44 more",28 years old,501-1k employees (Global),6885,NBFC | 51-200 Employees | Public | 29 years old | Mumbai +44 more,2.8,99 Reviews,446 Salaries,-- Jobs
3901,Spinny,4.2,(105 Reviews),Private,Delhi + 13 more,7 years old,1k-5k employees (India),1199,Internet | 1k-5k Employees | Indian Unicorn | 8 years old | Gurgaon +35 more,4.0,762 Reviews,4k Salaries,147 Jobs
3903,JK Agri Genetics,4.1,(104 Reviews),Public,Hyderabad + 30 more,33 years old,201-500 employees (India),5032,Biotechnology | 201-500 Employees | Public | 34 years old | Hyderabad +35 more,3.9,140 Reviews,472 Salaries,-- Jobs
3904,Duroshox,3.4,(104 Reviews),Private,Pune,35 years old,501-1k employees (Global),4759,Auto Components | 51-200 Employees | 36 years old | Pune +2 more,3.5,150 Reviews,853 Salaries,2 Jobs
3905,Ring Plus Aqua,3.6,(104 Reviews),Public,Thane + 6 more,25 years old,1k-5k employees (Global),5031,Auto Components | 201-500 Employees | Public | 26 years old | Thane +8 more,3.9,140 Reviews,672 Salaries,-- Jobs
3906,Jaipur Rugs,3.0,(104 Reviews),Private,"Jaipur,Rajasthan + 7 more",44 years old,201-500 employees (India),3746,Furniture & Furnishing | 501-1k Employees | 45 years old | Jaipur +10 more,3.9,195 Reviews,746 Salaries,5 Jobs
3907,Hyperquality,3.0,(104 Reviews),Private,Seattle + 7 more,19 years old,501-1k employees (Global),6967,BPO | 501-1k Employees | 20 years old | Seattle +6 more,3.6,98 Reviews,350 Salaries,-- Jobs
3908,JMR Infotech,4.0,(104 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",15 years old,201-500 employees (India),5325,IT Services & Consulting | 201-500 Employees | 16 years old | Bangalore/Bengaluru +7 more,4.1,132 Reviews,998 Salaries,2 Jobs
3911,ABIL Group,3.8,(104 Reviews),Private,"Pune,Maharashtra + 1 more",43 years old,201-500 employees (Global),7434,Real Estate | 1k-5k Employees | Conglomerate | 44 years old | Pune +1 more,4.2,91 Reviews,460 Salaries,4 Jobs
3916,Nesma Trading,4.3,(104 Reviews),Private,Al Khobar + 8 more,18 years old,5k-10k employees (Global),5520,Engineering & Construction | 5k-10k Employees (Global) | 19 years old | Al Khobar +7 more,4.2,127 Reviews,256 Salaries,-- Jobs
3917,Deepak Phenolics,4.4,(104 Reviews),Vadodara + 4 more,11 years old,51-200 employees (Global),,4210,Chemicals | 201-500 Employees | 12 years old | Vadodara +6 more,4.4,172 Reviews,1.4k Salaries,-- Jobs
3918,Indo Amines,3.4,(104 Reviews),Public,"Thane,Maharashtra + 4 more",43 years old,201-500 employees (Global),4453,Chemicals | 201-500 Employees | Public | 44 years old | Thane +5 more,3.4,161 Reviews,1.2k Salaries,4 Jobs
