Unnamed: 0_x,name,rating_x,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee,Unnamed: 0_y,company description,rating_y,review,salaries,no. of job opening
1721,Marlabs,3.5,(227 Reviews),Private,"Piscataway,New Jersey + 11 more",26 years old,1k-5k employees (India),2074,IT Services & Consulting | 1k-5k Employees | 27 years old | Piscataway +10 more,3.6,379 Reviews,5k Salaries,5 Jobs
1725,Utility Powertech,4.0,(227 Reviews),Private,"Noida,Uttar Pradesh + 41 more",27 years old,201-500 employees (India),2019,Power | 201-500 Employees | 28 years old | Noida +72 more,3.9,391 Reviews,1.9k Salaries,-- Jobs
1726,Lohia Group,4.0,(227 Reviews),"Kanpur,Uttar Pradesh + 14 more",46 years old,1k-5k employees (Global),,1972,Industrial Machinery | 1k-5k Employees | Public | 47 years old | Kanpur +17 more,3.7,400 Reviews,2.1k Salaries,4 Jobs
1727,Nihilent,3.5,(227 Reviews),Private,"Pune,Maharashtra + 3 more",22 years old,1k-5k employees (Global),2086,IT Services & Consulting | 1k-5k Employees | 23 years old | Pune +4 more,3.7,377 Reviews,4.8k Salaries,22 Jobs
1728,Iron Mountain Inc,4.2,(227 Reviews),Private,"Boston,Massachusetts + 22 more",71 years old,1k-5k employees (India),2374,IT Services & Consulting | 1k-5k Employees | 72 years old | Boston +32 more,4.1,320 Reviews,2.7k Salaries,7 Jobs
1729,CarDekho,3.7,(227 Reviews),Private,Jaipur + 33 more,15 years old,1k-5k employees (India),1315,Internet | 1k-5k Employees | Indian Unicorn | 15 years old | Jaipur +57 more,3.6,666 Reviews,4.1k Salaries,134 Jobs
1730,Broadcom,3.3,(235 Reviews),Private,"San Jose,California + 3 more",46 years old,10k-50k employees (Global),2721,Semiconductors | 1k-5k Employees | Forbes Global 2000 | 47 years old | Hyderabad/Secunderabad +6 more,3.5,275 Reviews,3.6k Salaries,6 Jobs
1731,GTL,4.4,(226 Reviews),Public,"Mumbai,Maharashtra + 32 more",35 years old,1k-5k employees (India),3123,Hardware & Networking | 1k-5k Employees | Public | 36 years old | Mumbai +35 more,4.4,236 Reviews,787 Salaries,3 Jobs
1732,BMC Software,4.3,(226 Reviews),Private,"Houston,Texas + 13 more",42 years old,1k-5k employees (India),2185,Software Product | 1k-5k Employees | 43 years old | Houston +8 more,4.3,355 Reviews,3.5k Salaries,52 Jobs
1733,Heidelberg Cement,4.0,(226 Reviews),Private,"Gurgaon/Gurugram,Haryana + 40 more",16 years old,1k-5k employees (India),2153,Building Material | 1k-5k Employees | Forbes Global 2000 | 17 years old | Gurgaon/Gurugram +51 more,4.1,361 Reviews,1.8k Salaries,1 Jobs
1736,Cyfuture,3.8,(226 Reviews),Noida + 19 more,21 years old,1k-5k employees (Global),,2256,IT Services & Consulting | 201-500 Employees | 22 years old | Noida +24 more,3.4,339 Reviews,2.5k Salaries,69 Jobs
1737,AT&T,4.3,(228 Reviews),Private,"Dallas,Texas + 11 more",39 years old,1k-5k employees (India),2199,Telecom | 10k-50k Employees | Forbes Global 2000 | 40 years old | Dallas +15 more,4.2,351 Reviews,3.5k Salaries,7 Jobs
1737,AT&T,4.3,(228 Reviews),Private,"Dallas,Texas + 11 more",39 years old,1k-5k employees (India),2201,Telecom | 10k-50k Employees | Forbes Global 2000 | 40 years old | Dallas +15 more,4.2,351 Reviews,3.5k Salaries,7 Jobs
1740,Naukri,3.2,(225 Reviews),Private,Noida + 39 more,26 years old,1k-5k employees (India),1718,Internet | 1k-5k Employees | 27 years old | Noida +50 more,4.0,472 Reviews,2.4k Salaries,161 Jobs
1742,Qcon,4.3,(225 Reviews),Private,Doha + 16 more,47 years old,5k-10k employees (Global),2436,Engineering & Construction | 5k-10k Employees | 48 years old | Doha +22 more,4.3,311 Reviews,1k Salaries,-- Jobs
1745,Indofil Industries,4.3,(225 Reviews),"Mumbai,Maharashtra + 31 more",29 years old,501-1k employees (India),,2448,Agro Chemicals | 501-1k Employees | 30 years old | Mumbai +34 more,4.2,310 Reviews,1.8k Salaries,-- Jobs
1746,Bpo Convergence,3.4,(225 Reviews),Private,"Bhubaneswar,Odisha + 15 more",8 years old,1k-5k employees (India),1698,BPO | 1k-5k Employees | Conglomerate | 9 years old | Bhubaneswar +25 more,3.4,478 Reviews,1.8k Salaries,8 Jobs
1747,iOPEX Technologies,3.9,(251 Reviews),Private,"San Jose,California + 8 more",13 years old,1k-5k employees (India),983,IT Services & Consulting | 1k-5k Employees | 14 years old | San Jose +12 more,3.9,1k Reviews,4k Salaries,26 Jobs
1748,Vimta Labs,3.8,(224 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 20 more",38 years old,1k-5k employees (Global),2413,Healthcare | 1k-5k Employees | Public | 39 years old | Hyderabad/Secunderabad +22 more,3.6,314 Reviews,1.8k Salaries,1 Jobs
1749,Marelli,3.7,(224 Reviews),Private,"Corbetta,Corbetta + 9 more",103 years old,501-1k employees (India),2200,Auto Components | 51-200 Employees | 104 years old | Corbetta +12 more,3.8,351 Reviews,2.4k Salaries,-- Jobs
1751,Reliance AJIO,4.0,(224 Reviews),Bengaluru + 75 more,6 years old,1k-5k employees (India),,1337,Internet | 1k-5k Employees | 7 years old | Bengaluru +171 more,3.8,652 Reviews,2.2k Salaries,5 Jobs
1752,CAMS,3.8,(224 Reviews),Chennai + 25 more,34 years old,5k-10k employees (India),,813,IT Services & Consulting | 5k-10k Employees | 35 years old | Chennai +88 more,3.6,1.3k Reviews,6.6k Salaries,3 Jobs
1753,Meyer Organics,3.8,(224 Reviews),Private,"Thane,Maharashtra + 38 more",40 years old,51-200 employees (India),2607,Pharma | 1k-5k Employees | 41 years old | Thane +46 more,3.5,290 Reviews,1.3k Salaries,8 Jobs
1754,Bridgestone,4.2,(454 Reviews),Private,Tokyo + 32 more,26 years old,1k-5k employees (India),2029,Auto Components | 1k-5k Employees | Forbes Global 2000 | 27 years old | Tokyo +44 more,4.2,388 Reviews,2.2k Salaries,1 Jobs
1757,Eicher Motors,4.2,(222 Reviews),Gurgaon + 46 more,40 years old,10k-50k employees (India),,1981,Automobile | 10k-50k Employees | Public | 41 years old | Gurgaon +75 more,4.3,398 Reviews,1.5k Salaries,-- Jobs
1758,Khadims,3.9,(222 Reviews),Public,"Kolkata,West Bengal + 38 more",57 years old,501-1k employees (India),2486,Fashion & Textile | 1k-5k Employees | Public | 58 years old | Kolkata +51 more,3.8,305 Reviews,1.4k Salaries,-- Jobs
1760,RSB Transmissions,3.6,(222 Reviews),Pune + 10 more,48 years old,201-500 employees (Global),,2565,Industrial Machinery | 1k-5k Employees | 49 years old | Pune +16 more,3.8,294 Reviews,1.7k Salaries,-- Jobs
1762,Talentpro,4.1,(221 Reviews),Private,"Chennai,Tamil Nadu + 57 more",22 years old,201-500 employees (Global),2098,Recruitment | 501-1k Employees | 23 years old | Chennai +84 more,4.0,374 Reviews,2k Salaries,9 Jobs
1764,Global Autotech,3.7,(221 Reviews),Private,"Greater Noida,Uttar Pradesh + 7 more",17 years old,1k-5k employees (Global),2282,Auto Components | 201-500 Employees | 18 years old | Greater Noida +8 more,3.9,334 Reviews,2k Salaries,10 Jobs
1765,Diya Systems,3.8,(221 Reviews),Private,"Mangaluru/Mangalore,Karnataka + 4 more",20 years old,1k-5k employees (India),2602,BPO | 1k-5k Employees | 21 years old | Mangaluru/Mangalore +7 more,3.6,290 Reviews,1.6k Salaries,9 Jobs
1766,Autoliv,3.9,(221 Reviews),Private,"Klarabergsviadukten 70,Stockholm + 11 more",69 years old,501-1k employees (India),2167,Auto Components | 1k-5k Employees | 70 years old | Klarabergsviadukten 70 +11 more,4.0,358 Reviews,2.2k Salaries,-- Jobs
1767,Amartex Industries,4.6,(221 Reviews),Public,Panchkula + 16 more,34 years old,1k-5k employees (Global),3060,Fashion & Textile | 1k-5k Employees | Public | 35 years old | Panchkula +17 more,4.3,242 Reviews,326 Salaries,54 Jobs
1769,SMS Infrastructure,3.8,(221 Reviews),Private,"Nagpur,Maharashtra + 38 more",59 years old,1k-5k employees (India),2975,Engineering & Construction | 1k-5k Employees | 60 years old | Nagpur +40 more,3.9,249 Reviews,2.8k Salaries,17 Jobs
1771,Eversendai,3.6,(220 Reviews),Private,"Selangor Darul Ehsan,Selangor Darul Ehsan + 9 more",38 years old,10k-50k employees (Global),2597,Engineering & Construction | 201-500 Employees | 39 years old | Selangor Darul Ehsan +16 more,3.8,291 Reviews,1.6k Salaries,-- Jobs
1772,Princess Cruises,4.7,(220 Reviews),Private,Santa Clarita + 6 more,57 years old,1k-5k employees (India),2885,Travel & Tourism | 1k-5k Employees | 58 years old | Santa Clarita +9 more,4.5,258 Reviews,429 Salaries,-- Jobs
1773,Birla Tyres,3.6,(220 Reviews),Private,"Kolkata,West Bengal + 55 more",31 years old,1k-5k employees (Global),3205,Auto Components | 1k-5k Employees | 32 years old | Kolkata +58 more,3.7,229 Reviews,959 Salaries,-- Jobs
1774,Amri Hospital,3.9,(220 Reviews),Private,"Kolkata,West Bengal + 8 more",26 years old,1k-5k employees (Global),2424,Healthcare | 10k-50k Employees | 27 years old | Kolkata +10 more,4.1,312 Reviews,1.5k Salaries,1 Jobs
1776,ASG Eye Hospital,3.7,(220 Reviews),Private,Jodhpur + 36 more,17 years old,501-1k employees (Global),2210,Healthcare | 501-1k Employees | 18 years old | Jodhpur +54 more,4.0,349 Reviews,1.4k Salaries,131 Jobs
1777,PK,3.7,(220 Reviews),Private,"Beaverton,Oregon + 4 more",18 years old,1k-5k employees (India),2516,IT Services & Consulting | 1k-5k Employees | 19 years old | Beaverton +6 more,3.8,300 Reviews,3.7k Salaries,3 Jobs
1778,Nvidia,4.2,(219 Reviews),Private,"Santa Clara,California + 4 more",29 years old,1k-5k employees (India),1990,IT Services & Consulting | 1k-5k Employees | Forbes Global 2000 | 30 years old | Santa Clara +7 more,4.1,397 Reviews,4.1k Salaries,19 Jobs
1780,Prestige Group,4.1,(219 Reviews),Private,Bengaluru + 11 more,36 years old,1k-5k employees (Global),2350,Real Estate | 1k-5k Employees | 37 years old | Bengaluru +20 more,4.1,324 Reviews,2.2k Salaries,7 Jobs
1782,ACTE,4.8,(219 Reviews),"Chennai,Tamil Nadu + 4 more",11 years old,1-10 employees (India),,1607,Education & Training | 1-10 Employees | 12 years old | Chennai +10 more,4.8,508 Reviews,46 Salaries,-- Jobs
1785,Writer Safe Guard,3.9,(219 Reviews),Private,"Mumbai,Maharashtra + 51 more",21 years old,5k-10k employees (Global),2606,Law Enforcement & Security | 5k-10k Employees | 22 years old | Mumbai +70 more,3.7,290 Reviews,1.2k Salaries,-- Jobs
1786,Powerweave,3.4,(219 Reviews),Private,"Mumbai,Maharashtra + 3 more",21 years old,1k-5k employees (Global),2504,BPO | 501-1k Employees | 22 years old | Mumbai +4 more,3.6,303 Reviews,1.8k Salaries,1 Jobs
1789,Allianz Services,4.3,(218 Reviews),Private,"Munich,Bavaria + 1 more",1k-5k employees (India),,2537,Investment Banking / Venture Capital / Private Equity | 10k-50k Employees | 2023 years old | Munich +5 more,4.3,298 Reviews,1.9k Salaries,6 Jobs
1792,Praj Industries,4.1,(217 Reviews),Public,"Pune,Maharashtra + 6 more",39 years old,1k-5k employees (Global),2134,Engineering & Construction | 501-1k Employees | Public | 40 years old | Pune +13 more,4.1,366 Reviews,2.4k Salaries,-- Jobs
1794,Avineon India,3.6,(217 Reviews),Private,Mc Lean + 2 more,24 years old,501-1k employees (India),2910,IT Services & Consulting | 1k-5k Employees | 25 years old | Mc Lean +5 more,3.8,256 Reviews,1.3k Salaries,11 Jobs
1795,Bhagwati Products,3.8,(217 Reviews),Public,"Delhi/NCR,New Delhi + 12 more",20 years old,201-500 employees (India),2693,Consumer Electronics & Appliances | 11-50 Employees | Public | 21 years old | Delhi/NCR +14 more,3.8,278 Reviews,935 Salaries,-- Jobs
1798,EID Parry (India),4.2,(216 Reviews),Public,"Chennai,Tamil Nadu + 25 more",234 years old,1k-5k employees (India),2571,FMCG | 1k-5k Employees | Public | 235 years old | Chennai +27 more,4.2,294 Reviews,1.2k Salaries,-- Jobs
1799,McCain Foods,4.3,(216 Reviews),Private,Toronto + 38 more,26 years old,501-1k employees (India),2360,Food Processing | 501-1k Employees | 27 years old | Toronto +50 more,4.3,322 Reviews,1.3k Salaries,24 Jobs
1801,Sanmina Sci,3.8,(216 Reviews),Private,"Sanjose,California + 7 more",42 years old,1k-5k employees (India),2541,Electronics Manufacturing | 201-500 Employees | 43 years old | Sanjose +9 more,4.0,297 Reviews,2.3k Salaries,19 Jobs
1802,Eurokids,4.0,(216 Reviews),Private,"Mumbai,Maharashtra + 41 more",21 years old,501-1k employees (India),2595,Education & Training | 501-1k Employees | 22 years old | Mumbai +53 more,4.0,291 Reviews,1.5k Salaries,1 Jobs
1803,Wonder Cement,4.3,(216 Reviews),Private,"Ajmer,Rajasthan + 36 more",12 years old,1k-5k employees (Global),1724,Building Material | 1k-5k Employees | Fortune India 500 | 13 years old | Ajmer +65 more,4.1,470 Reviews,2.8k Salaries,7 Jobs
1804,Brembo Brake India,4.1,(216 Reviews),Private,Stezzano + 5 more,17 years old,201-500 employees (India),2496,Auto Components | 201-500 Employees | 18 years old | Stezzano +11 more,4.3,304 Reviews,1.5k Salaries,-- Jobs
1805,Legrand,3.7,(377 Reviews),Private,"Limoges,Limoges + 33 more",162 years old,201-500 employees (India),2492,Electrical Equipment | 1k-5k Employees | Forbes Global 2000 | 163 years old | Limoges +41 more,3.7,304 Reviews,1.8k Salaries,-- Jobs
1806,People Group,3.9,(296 Reviews),Private,"Mumbai,Maharashtra + 25 more",26 years old,201-500 employees (Global),2711,Internet | 1k-5k Employees | 27 years old | Mumbai +27 more,3.7,277 Reviews,1.6k Salaries,62 Jobs
1807,Majesco,3.5,(215 Reviews),Public,Morristown + 4 more,40 years old,1k-5k employees (India),2556,IT Services & Consulting | 1k-5k Employees | Public | 41 years old | Morristown +5 more,3.9,295 Reviews,4.5k Salaries,20 Jobs
1809,DB Schenker,4.1,(215 Reviews),Private,Essen + 22 more,32 years old,501-1k employees (India),2349,Logistics | 501-1k Employees | Conglomerate | 33 years old | Essen +29 more,4.2,324 Reviews,1.8k Salaries,2 Jobs
1811,Chemplast Sanmar,3.9,(215 Reviews),Private,"Chennai,Tamil Nadu + 10 more",55 years old,501-1k employees (India),2477,Chemicals | 501-1k Employees | Fortune India 500 | 56 years old | Chennai +15 more,3.9,307 Reviews,1.9k Salaries,26 Jobs
1812,Zara,3.9,(215 Reviews),Private,Â Arteixo + 20 more,48 years old,1k-5k employees (India),2874,Fashion & Textile | 1k-5k Employees | 49 years old | Â Arteixo +20 more,3.6,260 Reviews,824 Salaries,-- Jobs
1815,RSWM,4.2,(214 Reviews),Public,Noida + 22 more,61 years old,10k-50k employees (Global),2624,Fashion & Textile | 10k-50k Employees | Public | 62 years old | Noida +27 more,4.1,287 Reviews,1.2k Salaries,-- Jobs
1817,Sulzer,4.0,(214 Reviews),Private,"Winterthur,Winterthur + 13 more",188 years old,501-1k employees (India),2277,Industrial Machinery | 501-1k Employees | 189 years old | Winterthur +13 more,3.9,335 Reviews,2.2k Salaries,7 Jobs
1818,Amadeus,3.8,(214 Reviews),Public,Madrid + 12 more,10 years old,501-1k employees (India),1878,IT Services & Consulting | 1k-5k Employees | Forbes Global 2000 | 36 years old | Bengaluru/Bangalore +12 more,4.1,426 Reviews,5.2k Salaries,92 Jobs
1819,Alankit,3.2,(214 Reviews),Public,"Delhi/NCR,New Delhi + 28 more",31 years old,1k-5k employees (Global),2669,FinTech | 1k-5k Employees | Public | 32 years old | Delhi/NCR +35 more,3.1,282 Reviews,1.4k Salaries,14 Jobs
1821,Prism Johnson,4.1,(277 Reviews),Public,"Mumbai,Maharashtra + 59 more",30 years old,1k-5k employees (Global),1720,Building Material | 1k-5k Employees | Public | 31 years old | Mumbai +90 more,3.9,471 Reviews,3.5k Salaries,1 Jobs
1824,Indraprastha Gas,4.1,(213 Reviews),Public,"Delhi/NCR,Delhi + 11 more",24 years old,501-1k employees (Global),2594,Oil & Gas | 501-1k Employees | Public | 25 years old | Mumbai +17 more,4.0,291 Reviews,1.7k Salaries,-- Jobs
1825,IMSI,3.3,(213 Reviews),"Dehradun,Uttarakhand + 34 more",36 years old,1k-5k employees (Global),,3072,Recruitment | 1k-5k Employees | 37 years old | Dehradun +37 more,3.2,240 Reviews,1.5k Salaries,10 Jobs
1827,Essar Group,4.1,(1.4k Reviews),Public,"Mumbai,Maharashtra + 31 more",53 years old,10k-50k employees (India),2389,Engineering & Construction | 10k-50k Employees | Public | 54 years old | Mumbai +39 more,3.9,318 Reviews,1.7k Salaries,8 Jobs
1833,Honda Logistics,4.1,(212 Reviews),Private,"Alwar,Rajasthan + 19 more",17 years old,201-500 employees (Global),2451,Logistics | 201-500 Employees | 18 years old | Alwar +20 more,3.8,309 Reviews,1.4k Salaries,1 Jobs
1834,Essae Teraoka,3.8,(212 Reviews),JV,"Bangalore/Bengaluru,Karnataka + 49 more",36 years old,201-500 employees (Global),2935,Electronics Manufacturing | 51-200 Employees | 37 years old | Bangalore/Bengaluru +52 more,3.6,253 Reviews,926 Salaries,-- Jobs
1834,Essae Teraoka,3.8,(212 Reviews),JV,"Bangalore/Bengaluru,Karnataka + 49 more",36 years old,201-500 employees (Global),2944,Electronics Manufacturing | 51-200 Employees | 37 years old | Bangalore/Bengaluru +52 more,3.6,253 Reviews,926 Salaries,-- Jobs
1836,Webskitters,4.8,(212 Reviews),Private,"Kolkata,West Bengal + 1 more",12 years old,51-200 employees (India),3023,IT Services & Consulting | 501-1k Employees | 13 years old | Kolkata +3 more,4.5,244 Reviews,419 Salaries,6 Jobs
1840,M*Modal,3.0,(211 Reviews),Private,"Franklin,Tennesse + 8 more",21 years old,1k-5k employees (India),3555,IT Services & Consulting | 1k-5k Employees | 22 years old | Franklin +10 more,3.3,206 Reviews,906 Salaries,-- Jobs
1841,Time Technoplast,3.4,(211 Reviews),Public,"Mumbai,Maharashtra + 24 more",30 years old,1k-5k employees (Global),2735,1k-5k Employees | Public | 31 years old | Mumbai +29 more,3.7,274 Reviews,2.1k Salaries,9 Jobs
1843,Mikuni,4.0,(211 Reviews),Private,"Sotokanda,Chiyoda + 10 more",99 years old,201-500 employees (India),2457,Auto Components | 201-500 Employees | 100 years old | Sotokanda +11 more,4.1,308 Reviews,1.4k Salaries,-- Jobs
1843,Mikuni,4.0,(211 Reviews),Private,"Sotokanda,Chiyoda + 10 more",99 years old,201-500 employees (India),2463,Auto Components | 201-500 Employees | 100 years old | Sotokanda +11 more,4.1,308 Reviews,1.4k Salaries,-- Jobs
1844,Transguard Group,4.0,(211 Reviews),Private,"Dubai,Dubai + 16 more",21 years old,201-500 employees (India),2814,Law Enforcement & Security | 501-1k Employees | 22 years old | Dubai +21 more,3.9,264 Reviews,586 Salaries,-- Jobs
1844,Transguard Group,4.0,(211 Reviews),Private,"Dubai,Dubai + 16 more",21 years old,201-500 employees (India),2822,Law Enforcement & Security | 501-1k Employees | 22 years old | Dubai +21 more,3.9,264 Reviews,586 Salaries,-- Jobs
1845,S2 Infotech,3.4,(211 Reviews),Public,"Mumbai,Maharashtra + 40 more",17 years old,10k-50k employees (Global),2834,Recruitment | 201-500 Employees | Public | 18 years old | Mumbai +46 more,3.2,262 Reviews,1.7k Salaries,5 Jobs
1847,Gtpl Broadband,3.5,(211 Reviews),Private,Ahemdabad + 33 more,16 years old,1k-5k employees (Global),2645,Telecom | 1k-5k Employees (Global) | 17 years old | Ahemdabad +36 more,3.8,285 Reviews,1.6k Salaries,-- Jobs
1848,Nash Industries,3.7,(211 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",51 years old,501-1k employees (India),2442,Industrial Machinery | 501-1k Employees | 52 years old | Bangalore/Bengaluru +10 more,3.6,310 Reviews,2.1k Salaries,4 Jobs
1849,ReGen Powertech,3.7,(211 Reviews),Private,"Chennai,Tamil Nadu + 17 more",16 years old,501-1k employees (India),3500,Power | 501-1k Employees | 17 years old | Chennai +18 more,4.0,209 Reviews,778 Salaries,-- Jobs
1850,Delta Electronics,4.3,(211 Reviews),Private,"Gurgaon/Gurugram,Haryana + 30 more",30 years old,1k-5k employees (India),2165,Electronics Manufacturing | 501-1k Employees | Forbes Global 2000 | 31 years old | Gurgaon/Gurugram +32 more,3.9,358 Reviews,2.7k Salaries,-- Jobs
1853,Syndicate Bank,4.0,(211 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 52 more",97 years old,10k-50k employees (India),3632,Banking | 10k-50k Employees | Public | 98 years old | Bangalore/Bengaluru +52 more,4.1,202 Reviews,747 Salaries,-- Jobs
1854,Grindwell Norton,4.0,(211 Reviews),Public,"Mumbai,Maharashtra + 24 more",81 years old,1k-5k employees (Global),2450,Industrial Machinery | 501-1k Employees | Public | 82 years old | Mumbai +29 more,4.1,309 Reviews,1.7k Salaries,-- Jobs
1855,Ge T & D India,4.4,(211 Reviews),Public,"Henderson,Nevada + 20 more",65 years old,201-500 employees (India),2048,Electrical Equipment | 201-500 Employees | Public | 66 years old | Henderson +31 more,4.3,384 Reviews,1.9k Salaries,-- Jobs
1856,Osource India,3.4,(211 Reviews),Private,"Noida,Uttar Pradesh + 16 more",18 years old,1k-5k employees (Global),2890,IT Services & Consulting | 201-500 Employees | 19 years old | Noida +18 more,3.2,258 Reviews,1.8k Salaries,20 Jobs
1858,P&O Cruises,4.6,(210 Reviews),Private,Southampton + 6 more,185 years old,11-50 employees (India),3176,Travel & Tourism | 11-50 Employees | 186 years old | Southampton +10 more,4.5,231 Reviews,477 Salaries,-- Jobs
1859,IDBI Intech,3.8,(210 Reviews),Private,"Navi Mumbai,Maharashtra + 17 more",22 years old,1k-5k employees (India),2265,IT Services & Consulting | 1k-5k Employees | Central | 23 years old | Navi Mumbai +21 more,3.8,337 Reviews,2.3k Salaries,14 Jobs
1860,VKC Group,3.8,(210 Reviews),Private,"Calicut/Kozhikode,Kerala + 26 more",38 years old,10k-50k employees (Global),2849,Fashion & Textile | 1k-5k Employees | 39 years old | Calicut/Kozhikode +36 more,3.7,262 Reviews,1.7k Salaries,3 Jobs
1861,Capital Trust,3.9,(210 Reviews),Public,"Delhi/NCR,New Delhi + 54 more",36 years old,201-500 employees (India),2829,NBFC | 201-500 Employees | Public | 37 years old | Delhi/NCR +71 more,3.7,263 Reviews,1.1k Salaries,-- Jobs
1863,MasterCard,4.2,(210 Reviews),Private,"Purchase,New York + 7 more",22 years old,1k-5k employees (India),1736,IT Services & Consulting | 1k-5k Employees | Forbes Global 2000 | 57 years old | Purchase +10 more,4.2,467 Reviews,5.8k Salaries,20 Jobs
1864,Veritas,3.8,(210 Reviews),Public,"Santa Clara,California + 14 more",39 years old,1k-5k employees (India),2057,Financial Services | 1k-5k Employees | Public | 34 years old | Santa Clara +20 more,4.2,382 Reviews,3.9k Salaries,12 Jobs
1866,SRM University,3.9,(210 Reviews),Private,Chennai + 19 more,37 years old,1k-5k employees (India),2653,Healthcare | 1k-5k Employees | 38 years old | Chennai +21 more,3.7,283 Reviews,1.6k Salaries,1 Jobs
1867,Ryan,4.5,(209 Reviews),Private,"Dallas,Texas + 3 more",31 years old,201-500 employees (India),2803,Accounting & Auditing | 501-1k Employees | 32 years old | Dallas +2 more,4.4,266 Reviews,967 Salaries,23 Jobs
1868,CodeClouds,4.8,(209 Reviews),Private,"Pipitea,Wellington + 3 more",13 years old,201-500 employees (India),2692,Software Product | 201-500 Employees | 14 years old | Pipitea +4 more,4.5,278 Reviews,752 Salaries,1 Jobs
1869,Hilex,3.9,(209 Reviews),Private,"Gurgaon/Gurugram,Haryana + 9 more",76 years old,201-500 employees (India),2646,Automobile | 201-500 Employees | 77 years old | Gurgaon/Gurugram +11 more,3.8,284 Reviews,1.3k Salaries,-- Jobs
1872,Caparo Maruti,3.8,(613 Reviews),JV,"Gurgaon/Gurugram,Haryana + 9 more",28 years old,1k-5k employees (India),2564,Auto Components | 501-1k Employees | 29 years old | Gurgaon/Gurugram +15 more,3.9,294 Reviews,1.4k Salaries,-- Jobs
1873,Apple,4.5,(211 Reviews),Private,"Cupertino,California + 53 more",46 years old,10k-50k employees (India),2121,Consumer Electronics & Appliances | 10k-50k Employees | Forbes Global 2000 | 47 years old | Cupertino +73 more,4.4,369 Reviews,3.6k Salaries,4 Jobs
1876,ABM Knowledgeware,3.4,(208 Reviews),Public,"Mumbai,Maharashtra + 24 more",29 years old,501-1k employees (Global),2977,IT Services & Consulting | 501-1k Employees | Public | 30 years old | Mumbai +28 more,3.6,249 Reviews,1.5k Salaries,10 Jobs
1877,Aarti Drugs,3.9,(208 Reviews),Public,Mumbai + 7 more,38 years old,201-500 employees (India),2708,Pharma | 201-500 Employees | Public | 39 years old | Mumbai +10 more,3.9,277 Reviews,1.6k Salaries,5 Jobs
1880,Acadecraft,3.3,(208 Reviews),"Noida,Uttar Pradesh + 8 more",11 years old,201-500 employees (Global),,2116,EdTech | 201-500 Employees | 12 years old | Noida +12 more,3.1,370 Reviews,936 Salaries,30 Jobs
1882,Tracxn,2.6,(208 Reviews),Private,Bangalore + 3 more,9 years old,501-1k employees (India),1931,IT Services & Consulting | 501-1k Employees | Startup | 10 years old | Bangalore +6 more,3.3,411 Reviews,2.3k Salaries,159 Jobs
1883,Voyants Solutions,3.6,(207 Reviews),Private,"Gurgaon/Gurugram,Haryana + 35 more",18 years old,501-1k employees (Global),2414,Engineering & Construction | 501-1k Employees | 19 years old | Gurgaon +53 more,3.7,314 Reviews,1.6k Salaries,72 Jobs
1885,Linkquest Telecom,3.4,(207 Reviews),Private,"Noida,Uttar Pradesh + 34 more",26 years old,501-1k employees (India),3531,Telecom | 501-1k Employees | 27 years old | Noida +35 more,3.5,207 Reviews,866 Salaries,-- Jobs
1887,Citylife Retail,3.7,(207 Reviews),Private,"Kolkata,West Bengal + 45 more",16 years old,1k-5k employees (Global),3613,Retail | 51-200 Employees | 17 years old | Kolkata +47 more,3.9,203 Reviews,833 Salaries,-- Jobs
1888,Linkquest Telecom,3.4,(207 Reviews),Private,"Noida,Uttar Pradesh + 34 more",26 years old,501-1k employees (India),3531,Telecom | 501-1k Employees | 27 years old | Noida +35 more,3.5,207 Reviews,866 Salaries,-- Jobs
1891,Cadbury,4.4,(206 Reviews),Private,London + 49 more,198 years old,1k-5k employees (India),2090,Food Processing | 1k-5k Employees | 199 years old | London +82 more,4.5,376 Reviews,962 Salaries,-- Jobs
1892,Kelly Services,4.1,(206 Reviews),Private,"Troy,Michigan + 22 more",76 years old,51-200 employees (India),2809,51-200 Employees | 77 years old | Troy +33 more,4.2,265 Reviews,1.8k Salaries,84 Jobs
1894,Jindal Poly Films,3.9,(206 Reviews),Public,"Delhi/NCR,Delhi + 6 more",48 years old,1k-5k employees (Global),2311,Packaging | 1k-5k Employees | Public | 49 years old | Delhi/NCR +7 more,3.5,329 Reviews,2.3k Salaries,4 Jobs
1895,CompuCom,4.0,(206 Reviews),Private,"Fort Mill,South Carolina + 3 more",35 years old,1k-5k employees (India),2000,IT Services & Consulting | 1k-5k Employees | 36 years old | Fort Mill +6 more,4.1,395 Reviews,3k Salaries,8 Jobs
1896,Varthana,4.5,(206 Reviews),Private,Bangalore + 44 more,9 years old,501-1k employees (India),2149,Financial Services | 501-1k Employees | 10 years old | Bangalore +57 more,4.2,363 Reviews,1.2k Salaries,55 Jobs
1900,ITI,3.8,(206 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 47 more",74 years old,1k-5k employees (Global),2529,Hardware & Networking | 501-1k Employees | Central | 75 years old | Bangalore/Bengaluru +62 more,3.9,299 Reviews,1.6k Salaries,-- Jobs
