,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
8573,Terumo Penpol,3.8,(46 Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala + 11 more",39 years old,1k-5k employees (Global)
8574,Johari Digital Hea...,3.1,(46 Reviews),Public,Jodhpur,43 years old,51-200 employees (Global)
8575,Arrow,4.5,(46 Reviews),Private,Downers Grove + 19 more,75 years old,501-1k employees (India)
8576,Infibeam,3.6,(46 Reviews),Public,Gandhinagar + 6 more,15 years old,501-1k employees (Global)
8577,Gauhati High Court,4.1,(46 Reviews),Public,Guwahati + 2 more,75 years old,
8578,Aptronix - Apple P...,3.7,(46 Reviews),Public,Hyderabad + 8 more,11 years old,201-500 employees (Global)
8579,Pride Technologies,4.1,(46 Reviews),Private,New York + 3 more,40 years old,201-500 employees (Global)
8580,Sheth Developers,3.0,(46 Reviews),Private,"Mumbai,Maharashtra + 4 more",36 years old,201-500 employees (Global)
8581,Krish Compusoft Se...,4.2,(46 Reviews),Private,"Iselin,New Jersey + 1 more",21 years old,201-500 employees (Global)
8582,TrueTech Solutions,3.9,(46 Reviews),Chennai,14 years old,51-200 employees (Global),
8583,Pervacio,3.0,(46 Reviews),Private,"Irving,Texas + 1 more",18 years old,201-500 employees (Global)
8584,Gemini Edibles & F...,4.4,(46 Reviews),Private,Hyderabad + 3 more,12 years old,501-1k employees (India)
8585,Ace Pipeline Contr...,4.4,(46 Reviews),Mumbai + 10 more,33 years old,501-1k employees (Global),
8586,GIC Housing Financ...,3.7,(46 Reviews),Public,Mumbai + 18 more,33 years old,
8587,Bizmatics India,3.7,(46 Reviews),"San Jose,California + 1 more",20 years old,201-500 employees (India),
8588,Government of Kera...,4.0,(46 Reviews),Private,Thiruvananthapuram + 11 more,66 years old,5k-10k employees (Global)
8589,Grey Matter India,2.6,(46 Reviews),Private,Hyderabad + 15 more,9 years old,11-50 employees (Global)
8590,Gauhati High Court,4.1,(46 Reviews),Public,Guwahati + 2 more,75 years old,
8591,Geological Survey ...,4.4,(46 Reviews),Private,Kolkata + 15 more,171 years old,1k-5k employees (Global)
8592,Goa Shipyard,4.3,(46 Reviews),Private,Goa + 7 more,65 years old,1k-5k employees (India)
8593,Pravin Masalewale,4.1,(46 Reviews),Private,Pune + 11 more,60 years old,501-1k employees (Global)
8594,Watermelon Managem...,3.4,(46 Reviews),Private,Ghaziabad + 14 more,16 years old,501-1k employees (Global)
8595,ACL Mobile,3.9,(46 Reviews),Private,Noida + 6 more,22 years old,201-500 employees (Global)
8596,Arrow,4.5,(46 Reviews),Private,Downers Grove + 19 more,75 years old,501-1k employees (India)
8597,ItzCash Card,4.2,(46 Reviews),Private,"Mumbai,Maharashtra + 15 more",16 years old,51-200 employees (Global)
8598,AFour Technologies,3.5,(46 Reviews),Private,"Pune,Maharashtra",15 years old,201-500 employees (Global)
8599,AN Prakash Constru...,4.6,(46 Reviews),Private,Bengaluru + 6 more,36 years old,51-200 employees (Global)
8600,Corvi Led,3.1,(46 Reviews),Private,Mumbai + 9 more,10 years old,11-50 employees (India)
8601,Anjan Drug,3.6,(46 Reviews),Private,"Chennai,Tamil Nadu + 1 more",32 years old,
8602,Zucol Solutions,2.6,(46 Reviews),Jaipur + 3 more,,,
8603,FX ABS Software So...,4.5,(46 Reviews),Hyderabad/Secunderabad + 1 more,,,
8604,Aditya Birla Insur...,4.2,(46 Reviews),Public,Veraval + 14 more,19 years old,201-500 employees (India)
8605,NSH Nasser Saeed A...,3.9,(46 Reviews),Doha + 13 more,44 years old,1k-5k employees (Global),
8606,Congruex Asia Paci...,3.7,(46 Reviews),"Boulder,Colorado + 1 more",6 years old,,
8607,SLAP Pvt,4.1,(46 Reviews),Anantapur + 6 more,11-50 employees (Global),,
8608,Lavya Associates H...,3.9,(46 Reviews),Private,"Ludhiana,Punjab + 4 more",10 years old,51-200 employees (Global)
8609,D.P.Jindal Group,4.1,(46 Reviews),Gurgaon + 6 more,70 years old,1k-5k employees (Global),
8610,FSL,4.0,(46 Reviews),NGO/NPO,Bengaluru + 14 more,22 years old,11-50 employees (Global)
8611,Trace VFX,4.0,(46 Reviews),New York,12 years old,1k-5k employees (Global),
8612,Lansum Properties,4.2,(46 Reviews),LLP,"Hyderabad/Secunderabad,Telangana + 1 more",8 years old,51-200 employees (Global)
8613,Bss Microfinance,4.1,(46 Reviews),Bengaluru + 17 more,23 years old,501-1k employees (Global),
8614,Sasol,4.2,(46 Reviews),Private,Johannesburg + 2 more,72 years old,10k-50k employees (Global)
8615,HTIS Telecom,3.6,(46 Reviews),Private,"Mohali,Punjab + 14 more",15 years old,1k-5k employees (Global)
8616,Krishna Ishizaki A...,4.0,(46 Reviews),Private,Gurgaon + 3 more,13 years old,501-1k employees (Global)
8617,VKALP Outsourcing ...,3.6,(46 Reviews),Private,"Jaipur,Rajasthan",20 years old,201-500 employees (India)
8618,Rajesh Kumar & Ass...,4.2,(46 Reviews),Ghaziabad + 17 more,13 years old,11-50 employees (Global),
8619,Aarav Software Ser...,3.7,(46 Reviews),Private,Malad + 2 more,51-200 employees (India),
8620,Radiant Hitech Eng,4.0,(46 Reviews),Private,Vadodara + 1 more,43 years old,
8621,Saahaj Milk Produc...,4.5,(46 Reviews),Agra + 9 more,8 years old,501-1k employees (Global),
8622,Mangalore Refinery...,4.3,(46 Reviews),Public,"Mangaluru/Mangalore,Karnataka + 3 more",34 years old,1k-5k employees (Global)
8623,Ascent Hr,3.7,(46 Reviews),Bengaluru + 2 more,20 years old,501-1k employees (Global),
8624,Porus Laboratories,4.1,(46 Reviews),Private,Hyderabad + 1 more,28 years old,501-1k employees (Global)
8625,Sgt Medical Colleg...,3.5,(46 Reviews),Private,Gurgaon + 3 more,12 years old,
8626,Rakshit Drugs,3.2,(46 Reviews),Private,Hyderabad + 1 more,22 years old,201-500 employees (Global)
8627,ESI Hospital,4.2,(46 Reviews),New Delhi + 16 more,,,
8628,Unison Pharmaceuti...,4.2,(46 Reviews),Ahmedabad + 1 more,41 years old,1k-5k employees (Global),
8629,Career Mantra,4.0,(46 Reviews),Gwalior + 4 more,14 years old,51-200 employees (Global),
8630,Steelcase Asia Pac...,3.8,(46 Reviews),Private,Grand Rapids + 6 more,110 years old,10k-50k employees (Global)
8631,Surat Municipal Co...,4.2,(46 Reviews),Public,Surat,56 years old,
8632,Sayaji Industries,3.9,(46 Reviews),Public,Ahmedabad + 4 more,,
8633,Toshniwal Enterpri...,3.4,(46 Reviews),Private,Kolkata + 5 more,31 years old,201-500 employees (Global)
8634,Rapid Metro Rail G...,4.2,(46 Reviews),Public,Gurgaon,13 years old,201-500 employees (Global)
8635,Flowserve Sanmar,3.8,(46 Reviews),Private,Chennai + 8 more,35 years old,51-200 employees (Global)
8636,WinWire Technologi...,3.9,(46 Reviews),Private,"Hyderabad/Secunderabad,Telangana",15 years old,201-500 employees (India)
8637,Rezayat Group,4.5,(46 Reviews),Al Khobar + 5 more,73 years old,51-200 employees (India),
8638,Porus Laboratories,4.1,(46 Reviews),Private,Hyderabad + 1 more,28 years old,501-1k employees (Global)
8639,Saahaj Milk Produc...,4.5,(46 Reviews),Agra + 9 more,8 years old,501-1k employees (Global),
8640,HTIS Telecom,3.6,(46 Reviews),Private,"Mohali,Punjab + 14 more",15 years old,1k-5k employees (Global)
8641,TrueTech Solutions,3.9,(46 Reviews),Chennai,14 years old,51-200 employees (Global),
8642,Bizmatics India,3.7,(46 Reviews),"San Jose,California + 1 more",20 years old,201-500 employees (India),
8643,Gemini Edibles & F...,4.4,(46 Reviews),Private,Hyderabad + 3 more,12 years old,501-1k employees (India)
8644,Ace Pipeline Contr...,4.4,(46 Reviews),Mumbai + 10 more,33 years old,501-1k employees (Global),
8645,DDF Consultants,3.7,(46 Reviews),Private,"New Delhi,Delhi + 10 more",14 years old,201-500 employees (Global)
8646,MS Ramaiah Memoria...,3.4,(46 Reviews),Private,Bangalore,60 years old,501-1k employees (Global)
8647,Jost's Engineering,3.6,(46 Reviews),Private,"Mumbai,Maharashtra + 11 more",115 years old,51-200 employees (Global)
8648,Tilaknagar Industr...,4.0,(46 Reviews),Public,"Mumbai,Maharashtra + 6 more",89 years old,501-1k employees (Global)
8649,ACL Mobile,3.9,(46 Reviews),Private,Noida + 6 more,22 years old,201-500 employees (Global)
8650,Government of Kera...,4.0,(46 Reviews),Private,Thiruvananthapuram + 11 more,66 years old,5k-10k employees (Global)
8651,Srijan Realty,3.4,(46 Reviews),Kolkata,19 years old,201-500 employees (Global),
8652,Kamuna Credit Co-O...,3.5,(46 Reviews),Public,Lucknow + 13 more,15 years old,51-200 employees (Global)
8653,Aptronix - Apple P...,3.7,(46 Reviews),Public,Hyderabad + 8 more,11 years old,201-500 employees (Global)
8654,Pride Technologies,4.1,(46 Reviews),Private,New York + 3 more,40 years old,201-500 employees (Global)
8655,Bss Microfinance,4.1,(46 Reviews),Bengaluru + 17 more,23 years old,501-1k employees (Global),
8656,Sasol,4.2,(46 Reviews),Private,Johannesburg + 2 more,72 years old,10k-50k employees (Global)
8657,Compassites Softwa...,3.2,(46 Reviews),Private,"Bangalore/Bengaluru,Karnataka",17 years old,201-500 employees (Global)
8658,Narayan Seva Sanst...,3.9,(46 Reviews),NGO/NPO,Udaipur + 4 more,37 years old,501-1k employees (Global)
8659,Vishal Fabricators,4.4,(46 Reviews),Private,Ahmedabad + 2 more,5 years old,11-50 employees (Global)
8660,Toshniwal Enterpri...,3.4,(46 Reviews),Private,Kolkata + 5 more,31 years old,201-500 employees (Global)
8661,Krishna Ishizaki A...,4.0,(46 Reviews),Private,Gurgaon + 3 more,13 years old,501-1k employees (Global)
8662,VKALP Outsourcing ...,3.6,(46 Reviews),Private,"Jaipur,Rajasthan",20 years old,201-500 employees (India)
8663,Rajesh Kumar & Ass...,4.2,(46 Reviews),Ghaziabad + 17 more,13 years old,11-50 employees (Global),
8664,Oman Drydock,4.5,(46 Reviews),Private,Muscat + 3 more,16 years old,51-200 employees (India)
8665,Zeiss Pharma,4.1,(46 Reviews),Private,Baddi + 6 more,8 years old,
8666,L&tgeostructure Ll...,3.9,(46 Reviews),Chennai + 6 more,10 years old,501-1k employees (Global),
8667,Academic World Sch...,3.8,(46 Reviews),Raipur + 3 more,11 years old,51-200 employees (Global),
8668,DDF Consultants,3.7,(46 Reviews),Private,"New Delhi,Delhi + 10 more",14 years old,201-500 employees (Global)
8669,Bhima Jewellers,4.1,(46 Reviews),Private,"Trivandrum/Thiruvananthapuram,Kerala + 17 more",97 years old,501-1k employees (Global)
8670,Jayoti Vidyapeeth ...,2.6,(46 Reviews),Private,"Jaipur,Rajasthan + 2 more",14 years old,501-1k employees (Global)
8671,SKYMAP PHARMACEUTI...,4.2,(46 Reviews),Faridabad + 2 more,15 years old,,
8672,Petroserv,3.8,(46 Reviews),Doha + 2 more,44 years old,,
8673,News Nation,4.0,(46 Reviews),Private,Noida + 3 more,9 years old,201-500 employees (Global)
8674,Steelcast,4.4,(46 Reviews),Public,"Bhavnagar,Gujarat + 2 more",50 years old,
8675,Vishal Fabricators,4.4,(46 Reviews),Private,Ahmedabad + 2 more,5 years old,11-50 employees (Global)
8676,Narayan Seva Sanst...,3.9,(46 Reviews),NGO/NPO,Udaipur + 4 more,37 years old,501-1k employees (Global)
8677,Compassites Softwa...,3.2,(46 Reviews),Private,"Bangalore/Bengaluru,Karnataka",17 years old,201-500 employees (Global)
8678,Brady Corporation,3.7,(46 Reviews),Public,Milwaukee + 4 more,108 years old,5k-10k employees (Global)
8679,Fragomen Immigrati...,3.7,(46 Reviews),New York + 4 more,71 years old,,
8680,MS Ramaiah Memoria...,3.4,(46 Reviews),Private,Bangalore,60 years old,501-1k employees (Global)
8681,Cambridge Universi...,3.6,(46 Reviews),Private,Cambridge + 7 more,488 years old,1k-5k employees (Global)
8682,Nutricia,3.6,(46 Reviews),Private,Utrecht + 15 more,126 years old,5k-10k employees (Global)
8683,Gennova Biopharmac...,4.5,(46 Reviews),Private,Pune + 1 more,16 years old,201-500 employees (India)
8684,Tide Water Oil,4.5,(46 Reviews),Public,Kolkata + 18 more,94 years old,201-500 employees (Global)
8685,Jetfleet,3.7,(46 Reviews),Private,Mumbai + 10 more,4 years old,51-200 employees (Global)
8686,Vishal Infrastruct...,3.6,(46 Reviews),Public,Bengaluru + 13 more,32 years old,1k-5k employees (Global)
8687,Swan Solutions & S...,3.7,(46 Reviews),Private,"Mumbai,Maharashtra + 4 more",33 years old,51-200 employees (Global)
8688,sjs enterprises pv...,3.9,(46 Reviews),Bengaluru + 2 more,35 years old,201-500 employees (India),
8689,Kalyani Global Eng...,4.5,(46 Reviews),Private,Pune + 3 more,37 years old,51-200 employees (India)
8690,Apollo Life,4.4,(46 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 8 more",14 years old,501-1k employees (Global)
8691,Flags Communicatio...,3.8,(46 Reviews),Private,New Delhi,12 years old,51-200 employees (Global)
8692,HES Infra,4.1,(46 Reviews),Hyderabad + 3 more,15 years old,501-1k employees (Global),
8693,Almajal Alarabi Ho...,3.7,(46 Reviews),Private,Riyadh + 6 more,32 years old,10k-50k employees (Global)
8694,Ecogreen Energy,3.7,(46 Reviews),Private,Gurugram + 5 more,11 years old,201-500 employees (Global)
8695,Vidyagyan School,4.1,(46 Reviews),Private,"Noida,Uttar Pradesh + 6 more",13 years old,
8696,Deccan Chronicle H...,3.6,(46 Reviews),Public,Secunderabad + 9 more,92 years old,501-1k employees (Global)
8697,Hind High Vacuum,3.8,(46 Reviews),Private,Bengaluru + 4 more,57 years old,501-1k employees (Global)
8698,Swan Solutions & S...,3.7,(46 Reviews),Private,"Mumbai,Maharashtra + 4 more",33 years old,51-200 employees (Global)
8699,sjs enterprises pv...,3.9,(46 Reviews),Bengaluru + 2 more,35 years old,201-500 employees (India),
8700,Kalyani Global Eng...,4.5,(46 Reviews),Private,Pune + 3 more,37 years old,51-200 employees (India)
8701,Apollo Life,4.4,(46 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 8 more",14 years old,501-1k employees (Global)
8702,Aditya Birla Insur...,4.2,(46 Reviews),Public,Veraval + 14 more,19 years old,201-500 employees (India)
8703,Lavya Associates H...,3.9,(46 Reviews),Private,"Ludhiana,Punjab + 4 more",10 years old,51-200 employees (Global)
8704,Jarvis Technology ...,3.8,(46 Reviews),Mumbai + 16 more,6 years old,201-500 employees (Global),
8705,Indian Army Corps ...,4.7,(46 Reviews),New Delhi + 21 more,242 years old,,
8706,Keolis Hyderabad M...,3.8,(46 Reviews),501-1k employees (Global),,,
8707,Collman Services,3.7,(46 Reviews),Chennai + 7 more,51-200 employees (Global),,
8708,Hero Housing Finan...,3.9,(46 Reviews),New Delhi + 17 more,5 years old,501-1k employees (Global),
8709,P R Packaging,3.3,(46 Reviews),Public,Palwal + 3 more,31 years old,201-500 employees (Global)
8710,FNF India,3.9,(46 Reviews),"Bangalore/Bengaluru,Karnataka + 2 more",15 years old,1k-5k employees (India),
8711,Little Laureates,2.3,(46 Reviews),Kolkata + 2 more,11 years old,51-200 employees (India),
8712,AN Prakash Constru...,4.6,(46 Reviews),Private,Bengaluru + 6 more,36 years old,51-200 employees (Global)
8713,Merkle Sokrati,3.9,(46 Reviews),,,,
8714,ANALAH CAPITAL,4.0,(46 Reviews),Mumbai + 2 more,6 years old,11-50 employees (Global),
8715,Travo Tripzooo Ser...,3.6,(46 Reviews),Gurgaon,5 years old,1k-5k employees (Global),
8716,VishwaRaj Hospital,3.8,(46 Reviews),"Pune,Maharashtra + 1 more",6 years old,501-1k employees (Global),
8717,Protiviti Consulti...,3.1,(46 Reviews),"Menlo Park,California + 4 more",20 years old,1k-5k employees (Global),
8718,Oremus Corporate S...,3.0,(46 Reviews),Private,Hyderabad,20 years old,201-500 employees (Global)
8719,Rapid Global Busin...,3.8,(46 Reviews),Troy + 2 more,25 years old,1k-5k employees (Global),
8720,Bagrrys India,4.4,(46 Reviews),"Delhi/NCR,New Delhi + 10 more",36 years old,501-1k employees (Global),
8721,Kirloskar Group,4.0,(1.5k Reviews),Public,"Pune,Maharashtra + 20 more",134 years old,10k-50k employees (India)
8722,Electrozo,3.8,(141 Reviews),Private,"Noida,Uttar Pradesh + 6 more",7 years old,51-200 employees (Global)
8723,The Walt Disney Co...,4.6,(85 Reviews),Private,"Burbank,California + 7 more",99 years old,1 Lakh+ employees (Global)
8724,ERA's Lucknow Medi...,3.9,(45 Reviews),Private,Lucknow,21 years old,201-500 employees (Global)
8725,Finoit Technologie...,4.1,(45 Reviews),Private,"Irving,Texas",12 years old,51-200 employees (Global)
8726,Jadavpur Universit...,4.2,(45 Reviews),Private,Kolkata,67 years old,201-500 employees (Global)
8727,Lookman Electropla...,4.5,(45 Reviews),Public,Chennai + 9 more,43 years old,201-500 employees (Global)
8728,Distinctive Techno...,2.0,(45 Reviews),Private,Navi Mumbai + 7 more,8 years old,201-500 employees (Global)
8729,Brahmayya,4.0,(45 Reviews),Private,Chennai + 7 more,90 years old,51-200 employees (Global)
8730,DreamOrbit,4.2,(45 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",12 years old,201-500 employees (India)
8731,Minilec,3.4,(45 Reviews),Private,"Pune,Maharashtra + 1 more",57 years old,1k-5k employees (Global)
8732,QwikCilver Solutio...,3.6,(45 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",15 years old,201-500 employees (Global)
8733,PISOFTEK,3.8,(45 Reviews),"Noida,Uttar Pradesh",26 years old,51-200 employees (Global),
8734,Beam Global Spirit...,4.4,(45 Reviews),Private,Chicago + 14 more,8 years old,501-1k employees (India)
8735,Uniworld Logistics,3.8,(45 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 11 more",20 years old,501-1k employees (Global)
8736,St. Joseph's Colle...,3.4,(45 Reviews),Private,Bengaluru + 15 more,140 years old,201-500 employees (Global)
8737,Hitech Plast,4.4,(45 Reviews),Private,Mumbai + 8 more,31 years old,201-500 employees (Global)
8738,CCCL,4.3,(45 Reviews),Private,Chennai + 7 more,25 years old,1k-5k employees (Global)
8739,PGVCL,4.3,(45 Reviews),Private,Rajkot + 13 more,19 years old,10k-50k employees (Global)
8740,Kestone Integrated...,3.5,(45 Reviews),Private,New Delhi + 16 more,25 years old,501-1k employees (Global)
8741,Karunya University,4.0,(45 Reviews),Private,"Coimbatore,Tamil Nadu",36 years old,501-1k employees (Global)
8742,Sabyasachi Couture,3.1,(45 Reviews),Private,"Kolkata,West Bengal",16 years old,501-1k employees (Global)
8743,C-Square Info Solu...,3.5,(45 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",20 years old,201-500 employees (Global)
8744,Antares Systems,3.5,(45 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 7 more",25 years old,51-200 employees (Global)
8745,Northern Railways,4.0,(45 Reviews),Public,New Delhi + 14 more,70 years old,10k-50k employees (Global)
8746,Travel Boutique On...,3.8,(45 Reviews),"Gurgaon/Gurugram,Haryana + 4 more",16 years old,201-500 employees (Global),
8747,Business Standard,3.7,(45 Reviews),Private,"Delhi/NCR,New Delhi + 7 more",47 years old,501-1k employees (Global)
8748,Relevance Lab,2.8,(45 Reviews),Private,Singapore + 1 more,11 years old,501-1k employees (Global)
8749,Taehwa Enterprises,3.7,(45 Reviews),Busan + 3 more,40 years old,,
8750,ITL Industries,3.4,(45 Reviews),Public,Indore + 2 more,37 years old,201-500 employees (Global)
8751,Tiger Steel Engine...,4.1,(45 Reviews),Sharjah + 7 more,54 years old,,
8752,Crystal Voxx,3.6,(45 Reviews),LLP,Larenceville + 1 more,30 years old,51-200 employees (Global)
8753,Ori-Plast,3.5,(45 Reviews),Kolkata + 9 more,57 years old,501-1k employees (Global),
8754,Triton Valves,3.6,(45 Reviews),Public,Bengaluru + 1 more,47 years old,501-1k employees (Global)
8755,Government of Raja...,4.3,(45 Reviews),Private,Jaipur + 10 more,9 years old,1 Lakh+ employees (Global)
