,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
6143,Motherson Molds An...,3.4,(66 Reviews),Private,Gurgaon + 6 more,16 years old,51-200 employees (Global)
6144,Calvin Klein Jeans,4.8,(66 Reviews),"New York City,Midtown Manhattan + 20 more",54 years old,10k-50k employees (Global),
6145,Eugia Pharma Speci...,4.1,(66 Reviews),201-500 employees (India),,,
6146,Chinmaya Vidyalaya,4.3,(66 Reviews),"New Delhi,Delhi + 16 more",69 years old,51-200 employees (India),
6147,Venture Lighting,3.8,(66 Reviews),Private,Twinsburg + 2 more,41 years old,51-200 employees (India)
6148,Vamani Overseas,3.7,(66 Reviews),Private,"Faridabad,Haryana + 2 more",20 years old,5k-10k employees (India)
6149,Duncans Industries,3.8,(66 Reviews),Public,"Kolkata,West Bengal + 20 more",163 years old,10k-50k employees (Global)
6150,Steril Gene Life S...,3.5,(66 Reviews),Chennai + 1 more,15 years old,501-1k employees (Global),
6151,Imerys,3.2,(66 Reviews),Paris + 10 more,142 years old,,
6152,Cachet Pharmaceuti...,4.1,(66 Reviews),Private,Mumbai + 12 more,44 years old,501-1k employees (Global)
6153,Omega Elevators,3.5,(66 Reviews),Private,"Ahmedabad,Gujarat + 20 more",37 years old,501-1k employees (Global)
6154,Kewal Kiran Clothi...,3.8,(66 Reviews),Public,"Mumbai,Maharashtra + 9 more",41 years old,1k-5k employees (India)
6155,BITS Pilani,4.2,(66 Reviews),Private,Pilani + 15 more,58 years old,501-1k employees (Global)
6156,Tafe Access,3.9,(66 Reviews),Private,Chennai + 7 more,62 years old,51-200 employees (Global)
6157,Indian Synthetic R...,4.0,(66 Reviews),Private,Noida + 3 more,12 years old,201-500 employees (Global)
6158,Tek Care India,3.1,(66 Reviews),Private,Mumbai + 31 more,501-1k employees (Global),
6159,GlobeGround India,3.7,(66 Reviews),Private,Bangalore + 6 more,23 years old,501-1k employees (Global)
6160,Gem Engserv,3.9,(66 Reviews),Private,Navi Mumbai + 11 more,13 years old,11-50 employees (Global)
6161,PIT Solutions,4.5,(66 Reviews),Rapperswil-Jona,22 years old,501-1k employees (India),
6162,Lotus Footwear Ent...,3.6,(66 Reviews),Private,Tamil Nadu + 3 more,51 years old,5k-10k employees (Global)
6163,Sony Pictures Netw...,4.1,(66 Reviews),Mumbai + 10 more,27 years old,51-200 employees (India),
6164,Shivalaya Construc...,4.1,(66 Reviews),Rohtak + 14 more,25 years old,,
6165,Starion India,4.1,(66 Reviews),Noida + 8 more,21 years old,,
6166,Jawed Habib Hair &...,4.2,(66 Reviews),"Mumbai,Maharashtra + 21 more",16 years old,1k-5k employees (India),
6167,Ultimate Flexipack,4.2,(66 Reviews),Public,Noida + 7 more,35 years old,201-500 employees (Global)
6168,Simon India,3.6,(66 Reviews),Private,"Delhi/NCR,Delhi + 11 more",19 years old,201-500 employees (Global)
6169,Turtle,3.5,(66 Reviews),Kolkata + 8 more,29 years old,1k-5k employees (Global),
6170,Symsafe Systems,4.8,(66 Reviews),Private,"Jaipur,Rajasthan",19 years old,11-50 employees (India)
6171,Emirates Global Al...,4.4,(66 Reviews),Private,Abu Dhabi + 4 more,43 years old,5k-10k employees (Global)
6172,Hindustan Foods,3.8,(66 Reviews),Public,"Mumbai,Maharashtra + 10 more",34 years old,1k-5k employees (Global)
6173,Umedica Laboratori...,3.7,(66 Reviews),Private,"Mumbai,Maharashtra + 2 more",40 years old,51-200 employees (Global)
6174,Tricon Infra Build...,3.4,(66 Reviews),Private,Pune + 2 more,16 years old,501-1k employees (Global)
6175,Jade Global,3.9,(66 Reviews),Private,"San Jose,California + 3 more",19 years old,501-1k employees (Global)
6176,Softtech Engineers,3.7,(66 Reviews),Public,"Pune,Maharashtra + 16 more",26 years old,201-500 employees (Global)
6177,Sugal & Damani,4.2,(66 Reviews),Private,Gurugram + 10 more,33 years old,501-1k employees (Global)
6178,Bosch Power Tools,4.2,(2.5k Reviews),Private,Leinfelden + 14 more,63 years old,10k-50k employees (India)
6179,Government of Madh...,3.8,(65 Reviews),Private,Madhya Pradesh + 23 more,66 years old,501-1k employees (Global)
6180,Sovereign Pharma,4.0,(65 Reviews),Pune + 5 more,19 years old,,
6181,Ardex Endura,3.9,(65 Reviews),Private,Bengaluru + 24 more,73 years old,201-500 employees (Global)
6182,Choksi Laboratorie...,3.8,(65 Reviews),Public,"Indore,Madhya Pradesh + 4 more",40 years old,51-200 employees (Global)
6183,WSP,4.4,(65 Reviews),Private,Montreal + 7 more,63 years old,50k-1 Lakh employees (Global)
6184,JConnect Infotech,3.7,(65 Reviews),"Noida,Uttar Pradesh + 4 more",14 years old,51-200 employees (India),
6185,Radhakrishna Foodl...,4.0,(65 Reviews),Private,Thane + 16 more,56 years old,501-1k employees (Global)
6186,Avontix,3.3,(65 Reviews),Private,"Hyderabad/Secunderabad,Telangana",8 years old,501-1k employees (Global)
6187,J&K Bank,4.0,(65 Reviews),Public,"Srinagar,Jammu And Kashmir + 17 more",84 years old,10k-50k employees (India)
6188,ARC Document Solut...,3.4,(65 Reviews),Private,San Ramon + 1 more,34 years old,1k-5k employees (Global)
6189,Forest Essentials,4.1,(65 Reviews),Private,"Noida,Uttar Pradesh + 16 more",22 years old,201-500 employees (India)
6190,Spice Retail,4.1,(65 Reviews),Private,New Delhi + 16 more,17 years old,51-200 employees (India)
6191,Aditya Birla Chemi...,3.7,(65 Reviews),Public,Mumbai + 12 more,38 years old,1k-5k employees (Global)
6192,Lince Soft Solutio...,4.6,(65 Reviews),Private,Hyderabad + 1 more,13 years old,51-200 employees (India)
6193,Claas,4.5,(65 Reviews),Private,"Harsewinkel,North Rhine-Westphalia + 6 more",14 years old,201-500 employees (India)
6194,ATS ELGI,4.4,(65 Reviews),Coimbatore + 14 more,15 years old,201-500 employees (Global),
6195,Western Coalfields,4.2,(65 Reviews),Public,Nagpur + 8 more,47 years old,201-500 employees (Global)
6196,NIC,3.9,(65 Reviews),Private,New Delhi + 25 more,46 years old,5k-10k employees (India)
6197,Netcore Solutions,3.6,(65 Reviews),Private,"Mumbai,Maharashtra + 9 more",24 years old,201-500 employees (India)
6198,Sumadhura Infracon,3.9,(65 Reviews),"Bangalore/Bengaluru,Karnataka + 1 more",16 years old,201-500 employees (India),
6199,Volvo Construction...,4.4,(65 Reviews),Private,Gothenburg + 14 more,190 years old,1k-5k employees (India)
6200,SKP Group,3.7,(65 Reviews),Private,Mumbai + 8 more,24 years old,51-200 employees (Global)
6201,Cambridge School,4.0,(65 Reviews),Private,New Delhi + 19 more,91 years old,51-200 employees (India)
6202,Sunbeam School,4.2,(65 Reviews),Varanasi + 8 more,50 years old,,
6203,Minanshika Softech...,4.4,(65 Reviews),"Kolkata,West Bengal + 6 more",3 years old,,
6204,UPS Express,3.9,(65 Reviews),Atlanta + 15 more,115 years old,1 Lakh+ employees (Global),
6205,Innovative,3.1,(65 Reviews),Private,Bangalore + 22 more,20 years old,
6206,Biz 2 Credit Info ...,3.2,(65 Reviews),Private,"New York,New York + 2 more",15 years old,201-500 employees (Global)
6207,Honeywell Uop,2.8,(65 Reviews),Private,"Des Plaines,Illinois",108 years old,1k-5k employees (Global)
6208,ILJIN ELECTRONICS,4.0,(65 Reviews),Private,Greater Noida + 6 more,21 years old,
6209,Clearpack,3.8,(65 Reviews),Private,Singapore + 5 more,31 years old,201-500 employees (Global)
6210,Azure Knowledge Co...,3.7,(65 Reviews),"Palo Alto,California + 4 more",21 years old,1k-5k employees (Global),
6211,94.3 MY FM,4.0,(65 Reviews),Private,Noida + 22 more,16 years old,501-1k employees (Global)
6212,Gsp Power Projects,3.7,(65 Reviews),Private,New Delhi + 25 more,27 years old,
6213,Elico,3.0,(65 Reviews),Hyderabad + 6 more,62 years old,,
6214,Velankani Electron...,3.3,(65 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 5 more",37 years old,501-1k employees (Global)
6215,SCIO Management So...,3.5,(65 Reviews),Private,Florida,13 years old,501-1k employees (Global)
6216,DS Spiceco,4.0,(65 Reviews),Private,Noida + 29 more,35 years old,501-1k employees (Global)
6217,Falcon Force,4.0,(65 Reviews),Private,Tampa + 2 more,17 years old,501-1k employees (Global)
6218,IAP Company,3.6,(65 Reviews),"Gurgaon/Gurugram,Haryana + 17 more",24 years old,1k-5k employees (Global),
6219,Akshara Enterprise...,3.9,(65 Reviews),Hyderabad + 11 more,14 years old,501-1k employees (Global),
6220,BPR Infrastructure,3.8,(65 Reviews),Public,Hyderabad + 3 more,16 years old,501-1k employees (Global)
6221,Six Red Marbles,3.7,(65 Reviews),Private,Medford + 3 more,26 years old,201-500 employees (Global)
6222,Inube Software Sol...,3.6,(65 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",12 years old,51-200 employees (Global)
6223,Rentokil Initial,4.5,(65 Reviews),Private,"Mumbai,Maharashtra + 18 more",5 years old,10k-50k employees (Global)
6224,Newtronic Lifecare...,3.9,(65 Reviews),Private,Mumbai + 5 more,46 years old,51-200 employees (Global)
6225,Al Jaber Energy Se...,4.4,(65 Reviews),Private,"Abu Dhabi,Abu Dhabi + 4 more",28 years old,5k-10k employees (Global)
6226,Berar Finance,4.1,(65 Reviews),Public,Nagpur + 17 more,32 years old,201-500 employees (Global)
6227,Robinhood Insuranc...,4.1,(65 Reviews),Private,Mumbai + 11 more,14 years old,51-200 employees (India)
6228,J G Hosiery,3.0,(65 Reviews),Private,Kolkata + 6 more,11-50 employees (Global),
6229,Lanco Amarkantak P...,4.3,(65 Reviews),Gurgaon + 3 more,21 years old,1k-5k employees (Global),
6230,Juma Al Majid Grou...,4.3,(65 Reviews),Private,Dubai + 5 more,72 years old,5k-10k employees (Global)
6231,Connect India E Co...,3.1,(65 Reviews),Private,Bangalore + 22 more,7 years old,11-50 employees (Global)
6232,Datavail Infotech,3.2,(65 Reviews),Private,"Broomfield,Colorado + 3 more",15 years old,501-1k employees (Global)
6233,Bigtree Entertainm...,4.6,(65 Reviews),Private,Mumbai + 5 more,23 years old,201-500 employees (India)
6234,Prateek Group,3.0,(65 Reviews),Private,"Noida,Uttar Pradesh + 2 more",17 years old,201-500 employees (Global)
6235,Richa Industries,2.6,(65 Reviews),Public,Faridabad + 8 more,29 years old,501-1k employees (Global)
6236,Obeetee,4.1,(65 Reviews),Private,Noida + 10 more,86 years old,501-1k employees (Global)
6237,Global Talent Trac...,4.1,(65 Reviews),Private,"Pune,Maharashtra + 5 more",14 years old,51-200 employees (Global)
6238,Al Jaber Energy Se...,4.4,(65 Reviews),Private,"Abu Dhabi,Abu Dhabi + 4 more",28 years old,5k-10k employees (Global)
6239,94.3 MY FM,4.0,(65 Reviews),Private,Noida + 22 more,16 years old,501-1k employees (Global)
6240,Gsp Power Projects,3.7,(65 Reviews),Private,New Delhi + 25 more,27 years old,
6241,Innovative,3.1,(65 Reviews),Private,Bangalore + 22 more,20 years old,
6242,Ashiana Homes,4.1,(65 Reviews),Private,"Delhi/NCR,Delhi + 6 more",43 years old,501-1k employees (Global)
6243,Prateek Group,3.0,(65 Reviews),Private,"Noida,Uttar Pradesh + 2 more",17 years old,201-500 employees (Global)
6244,Six Red Marbles,3.7,(65 Reviews),Private,Medford + 3 more,26 years old,201-500 employees (Global)
6245,Ardex Endura,3.9,(65 Reviews),Private,Bengaluru + 24 more,73 years old,201-500 employees (Global)
6246,Choksi Laboratorie...,3.8,(65 Reviews),Public,"Indore,Madhya Pradesh + 4 more",40 years old,51-200 employees (Global)
6247,IAP Company,3.6,(65 Reviews),"Gurgaon/Gurugram,Haryana + 17 more",24 years old,1k-5k employees (Global),
6248,WSP,4.4,(65 Reviews),Private,Montreal + 7 more,63 years old,50k-1 Lakh employees (Global)
6249,JConnect Infotech,3.7,(65 Reviews),"Noida,Uttar Pradesh + 4 more",14 years old,51-200 employees (India),
6250,Avontix,3.3,(65 Reviews),Private,"Hyderabad/Secunderabad,Telangana",8 years old,501-1k employees (Global)
6251,NIMHANS,4.5,(65 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",97 years old,501-1k employees (India)
6252,Firepro Systems,3.3,(65 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 8 more",30 years old,1k-5k employees (Global)
6253,Richa Industries,2.6,(65 Reviews),Public,Faridabad + 8 more,29 years old,501-1k employees (Global)
6254,Optimize IT System...,4.1,(65 Reviews),Private,Kolkata + 3 more,12 years old,201-500 employees (Global)
6255,CIGNEX Datamatics,4.2,(65 Reviews),Private,"Livonia,Michigan + 6 more",22 years old,201-500 employees (India)
6256,Kaff Appliances (i...,3.1,(65 Reviews),Gurugram + 16 more,15 years old,201-500 employees (Global),
6257,Suvidha Engineers,4.3,(65 Reviews),Private,Noida + 15 more,39 years old,501-1k employees (Global)
6258,Prism Cement - Pri...,3.9,(65 Reviews),Satna + 22 more,51-200 employees (Global),,
6259,CI Infotech,4.0,(65 Reviews),Private,New Delhi + 8 more,26 years old,201-500 employees (Global)
6260,Tatva Global Schoo...,4.9,(65 Reviews),,,,
6261,Praxis home Retail,4.1,(65 Reviews),Public,Mumbai + 19 more,15 years old,1k-5k employees (India)
6262,Capital Finserve,4.7,(65 Reviews),Private,"Salem,Tamil Nadu",15 years old,201-500 employees (India)
6263,Ok Play,3.8,(65 Reviews),Public,"Delhi/NCR,Delhi + 12 more",29 years old,201-500 employees (Global)
6264,UPS Express,3.9,(65 Reviews),Atlanta + 15 more,115 years old,1 Lakh+ employees (Global),
6265,IPL Biologicals,3.7,(65 Reviews),"Gurgaon/Gurugram,Haryana + 11 more",28 years old,501-1k employees (India),
6266,Ginger Webs,3.4,(65 Reviews),Private,"Noida,Uttar Pradesh + 9 more",14 years old,11-50 employees (Global)
6267,ECIL RAPISCAN,4.3,(65 Reviews),Private,Hyderabad + 15 more,27 years old,
6268,Toll Group,4.5,(65 Reviews),Private,Chennai + 9 more,25 years old,1k-5k employees (India)
6269,TTK Services,4.1,(585 Reviews),Private,Bangalore + 7 more,22 years old,1k-5k employees (India)
6270,Ven Consulting,2.9,(64 Reviews),Private,Bengaluru + 10 more,12 years old,1k-5k employees (Global)
6271,Spaze Towers,3.8,(64 Reviews),Private,"Gurgaon/Gurugram,Haryana + 2 more",16 years old,201-500 employees (Global)
6272,CloudMoyo,4.6,(64 Reviews),Private,"Bellevue,Washington",7 years old,201-500 employees (India)
6273,RND Softech,3.7,(64 Reviews),Private,"Coimbatore,Tamil Nadu",23 years old,201-500 employees (India)
6274,Sajjan India,3.3,(64 Reviews),Public,Mumbai + 2 more,117 years old,1k-5k employees (Global)
6275,Noble Hospital,4.2,(64 Reviews),Private,"Pune,Maharashtra + 10 more",26 years old,501-1k employees (Global)
6276,Uma Polymers,3.9,(64 Reviews),Private,Jodhpur + 15 more,35 years old,501-1k employees (Global)
6277,Avantha Technologi...,3.5,(64 Reviews),Public,Gurgaon + 4 more,18 years old,201-500 employees (Global)
6278,Graphic Era Univer...,3.9,(64 Reviews),Private,Dehradun + 6 more,29 years old,201-500 employees (Global)
6279,Keltron,4.4,(64 Reviews),Public,Thiruvananthapuram + 9 more,49 years old,5k-10k employees (Global)
6280,Bluestone.com,3.6,(64 Reviews),Private,Bangalore + 11 more,11 years old,201-500 employees (India)
6281,Veolia,4.1,(64 Reviews),Private,"Noida,Uttar Pradesh + 18 more",22 years old,1 Lakh+ employees (Global)
6282,IMImobile,3.7,(64 Reviews),Private,London + 3 more,22 years old,501-1k employees (India)
6283,Maintec Technologi...,2.8,(64 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",24 years old,501-1k employees (Global)
6284,JMT Auto,4.1,(64 Reviews),Public,"Jamshedpur,Jharkhand + 4 more",35 years old,501-1k employees (Global)
6285,Rotex,3.6,(64 Reviews),Public,Mumbai + 6 more,55 years old,201-500 employees (Global)
6286,Involute Technolog...,4.1,(64 Reviews),Private,Pune + 2 more,40 years old,51-200 employees (India)
6287,Shyama Power India,4.1,(64 Reviews),Public,Gurugram + 7 more,43 years old,201-500 employees (Global)
6288,Guardian Lifecare,3.8,(64 Reviews),Private,Pittsburgh + 12 more,19 years old,201-500 employees (Global)
6289,American InfoSourc...,3.6,(64 Reviews),Private,Houston,22 years old,201-500 employees (Global)
6290,Acme Formulation,3.3,(64 Reviews),Nalagarh + 3 more,18 years old,201-500 employees (Global),
6291,Skets Studio,3.2,(64 Reviews),Private,"New Delhi,Delhi + 2 more",17 years old,201-500 employees (India)
6292,Karbonn Mobile,4.0,(64 Reviews),Private,Bengaluru + 23 more,13 years old,1k-5k employees (Global)
6293,Stelis Biopharma,3.4,(64 Reviews),Private,"Bangalore/Bengaluru,Karnataka",9 years old,201-500 employees (Global)
6294,Homeward,3.8,(64 Reviews),Private,"Mt Laurel,New Jersey + 1 more",14 years old,11-50 employees (Global)
6295,Ruloans,3.5,(64 Reviews),"Mumbai,Maharashtra + 18 more",26 years old,,
6296,Sulphur Mills,4.0,(64 Reviews),Public,"Mumbai,Maharashtra + 13 more",62 years old,501-1k employees (Global)
6297,Navitas Life Scien...,3.9,(64 Reviews),Private,Princeton + 4 more,21 years old,501-1k employees (Global)
6298,Nippon Life India ...,4.1,(64 Reviews),Public,Mumbai + 25 more,27 years old,1k-5k employees (India)
6299,Mvs Acmei Technolo...,4.1,(64 Reviews),Private,Hyderabad + 7 more,13 years old,201-500 employees (Global)
6300,HCL Healthcare,3.4,(64 Reviews),Private,Noida + 11 more,8 years old,501-1k employees (Global)
6301,Radiant Enterprise,4.2,(64 Reviews),Private,Pune + 25 more,20 years old,
6302,Orange Retail Fina...,3.5,(64 Reviews),Private,Chennai + 22 more,22 years old,501-1k employees (India)
6303,Indiana Ophthalmic...,4.9,(64 Reviews),51-200 employees (India),,,
6304,Gleneagles Global ...,3.9,(64 Reviews),Hyderabad + 5 more,23 years old,5k-10k employees (Global),
6305,Spaze Towers,3.8,(64 Reviews),Private,"Gurgaon/Gurugram,Haryana + 2 more",16 years old,201-500 employees (Global)
6306,Karbonn Mobile,4.0,(64 Reviews),Private,Bengaluru + 23 more,13 years old,1k-5k employees (Global)
6307,Ramco Steels,3.7,(64 Reviews),Faridabad + 1 more,28 years old,51-200 employees (India),
6308,Park Avenue,4.1,(64 Reviews),Mumbai + 25 more,,,
6309,Kolors Healthcare ...,3.5,(64 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 12 more",18 years old,1k-5k employees (Global)
6310,Indiafilings,2.8,(64 Reviews),Private,Chennai + 6 more,9 years old,501-1k employees (Global)
6311,Ddrc Srl Diagnosti...,3.9,(64 Reviews),"Ernakulam,Kerala + 12 more",39 years old,1k-5k employees (Global),
6312,Sulphur Mills,4.0,(64 Reviews),Public,"Mumbai,Maharashtra + 13 more",62 years old,501-1k employees (Global)
6313,Tredence,3.7,(64 Reviews),Private,"San Jose,California",9 years old,501-1k employees (Global)
6314,IMImobile,3.7,(64 Reviews),Private,London + 3 more,22 years old,501-1k employees (India)
6315,RND Softech,3.7,(64 Reviews),Private,"Coimbatore,Tamil Nadu",23 years old,201-500 employees (India)
6316,Noble Hospital,4.2,(64 Reviews),Private,"Pune,Maharashtra + 10 more",26 years old,501-1k employees (Global)
6317,Uma Polymers,3.9,(64 Reviews),Private,Jodhpur + 15 more,35 years old,501-1k employees (Global)
6318,DRN Infrastructure,4.3,(64 Reviews),Private,"Hubli,Karnataka + 8 more",39 years old,501-1k employees (Global)
6319,CloudMoyo,4.6,(64 Reviews),Private,"Bellevue,Washington",7 years old,201-500 employees (India)
6320,Inspiredge IT Solu...,4.1,(64 Reviews),Private,Visakhapatnam,10 years old,201-500 employees (India)
6321,Involute Technolog...,4.1,(64 Reviews),Private,Pune + 2 more,40 years old,51-200 employees (India)
6322,Acme Formulation,3.3,(64 Reviews),Nalagarh + 3 more,18 years old,201-500 employees (Global),
6323,Skets Studio,3.2,(64 Reviews),Private,"New Delhi,Delhi + 2 more",17 years old,201-500 employees (India)
6324,"Cmc Limited, A Tat...",3.6,(64 Reviews),Hyderabad + 16 more,47 years old,10k-50k employees (Global),
6325,Ghv India,4.3,(64 Reviews),Private,Mumbai + 8 more,57 years old,
6326,Pioneer Wincon,4.6,(64 Reviews),Private,Chennai + 11 more,26 years old,51-200 employees (India)
6327,PKF Sridhar & Sant...,3.7,(64 Reviews),Chennai + 5 more,44 years old,501-1k employees (Global),
6328,Globe Capital Mark...,3.6,(64 Reviews),Public,"Delhi/NCR,Delhi + 10 more",38 years old,201-500 employees (Global)
6329,Central Bureau of ...,3.8,(64 Reviews),"Delhi/NCR,New Delhi + 12 more",32 years old,,
6330,Aress Software and...,3.1,(64 Reviews),Private,"Nasik/Nashik,Maharashtra",23 years old,201-500 employees (Global)
6331,Zeco Aircon,3.7,(64 Reviews),"Jhajjar,Haryana + 9 more",33 years old,501-1k employees (Global),
6332,Centurion Universi...,3.5,(64 Reviews),Private,"Bhubaneswar,Odisha + 9 more",25 years old,1k-5k employees (Global)
6333,BSC-C&C JV,4.4,(64 Reviews),Hyderabad + 11 more,50 years old,,
6334,Doha Petroleum Con...,4.3,(64 Reviews),Private,Doha + 3 more,41 years old,1k-5k employees (Global)
6335,Prumatech Services,3.8,(64 Reviews),Chennai + 6 more,26 years old,,
6336,BanasDairy,4.3,(64 Reviews),Private,Palanpur + 7 more,53 years old,1k-5k employees (Global)
6337,Ester Industries,4.1,(64 Reviews),Public,Gurgaon + 3 more,37 years old,501-1k employees (Global)
6338,AppsDaily,3.2,(64 Reviews),Private,Mumbai + 23 more,14 years old,1k-5k employees (Global)
6339,Krystal Integrated...,3.7,(64 Reviews),Private,"Mumbai,Maharashtra + 8 more",22 years old,201-500 employees (Global)
6340,Dover India,3.9,(64 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",19 years old,501-1k employees (Global)
6341,SITA,4.1,(64 Reviews),Private,Geneva + 12 more,73 years old,5k-10k employees (India)
6342,ACI Worldwide,3.9,(64 Reviews),Private,Naples + 2 more,47 years old,1k-5k employees (Global)
6343,Bluestone.com,3.6,(64 Reviews),Private,Bangalore + 11 more,11 years old,201-500 employees (India)
6344,Ven Consulting,2.9,(64 Reviews),Private,Bengaluru + 10 more,12 years old,1k-5k employees (Global)
6345,Earth Infrastructu...,3.7,(64 Reviews),Private,"Delhi/NCR,New Delhi + 7 more",15 years old,5k-10k employees (Global)
6346,Napier Healthcare ...,3.4,(64 Reviews),Private,Singapore + 1 more,26 years old,201-500 employees (Global)
6347,Sajjan India,3.3,(64 Reviews),Public,Mumbai + 2 more,117 years old,1k-5k employees (Global)
6348,Trinity Engineers,3.5,(64 Reviews),Private,Pune + 7 more,49 years old,501-1k employees (Global)
6349,Gvk Power & Infras...,4.0,(64 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 9 more",17 years old,10k-50k employees (Global)
6350,Navitas Life Scien...,3.9,(64 Reviews),Private,Princeton + 4 more,21 years old,501-1k employees (Global)
6351,Believers Church M...,3.9,(64 Reviews),Private,Thiruvalla + 2 more,8 years old,1k-5k employees (Global)
6352,Mechanical Contrac...,4.4,(64 Reviews),Manama + 3 more,50 years old,1k-5k employees (Global),
6353,American Precoat,4.4,(64 Reviews),Private,Noida,17 years old,11-50 employees (India)
6354,The Sparks Foundat...,4.6,(64 Reviews),Singapore + 12 more,6 years old,5k-10k employees (India),
6355,Prism Johnson Limi...,4.2,(64 Reviews),Public,Mumbai + 23 more,26 years old,1k-5k employees (Global)
6356,Tata Strive Skill ...,3.6,(64 Reviews),Mumbai + 16 more,7 years old,201-500 employees (Global),
6357,TRACKS AND TOWERS ...,3.8,(64 Reviews),Hyderabad + 12 more,39 years old,201-500 employees (Global),
6358,Gram Panchayat,4.1,(64 Reviews),Raigarh + 16 more,,,
6359,Erection Instrumen...,4.4,(64 Reviews),Private,New Delhi + 11 more,21 years old,201-500 employees (Global)
6360,Homeward,3.8,(64 Reviews),Private,"Mt Laurel,New Jersey + 1 more",14 years old,11-50 employees (Global)
6361,Alniche Life Scien...,3.2,(64 Reviews),Private,"Delhi/NCR,New Delhi + 8 more",15 years old,501-1k employees (Global)
6362,Expedien eSolution...,3.6,(64 Reviews),Public,"Noida,Uttar Pradesh + 5 more",19 years old,51-200 employees (India)
6363,Ivy Mobility Solut...,3.8,(64 Reviews),Private,Marina Blvd + 6 more,20 years old,201-500 employees (India)
6364,DigiVersal Consult...,3.4,(64 Reviews),Private,Noida,7 years old,51-200 employees (India)
6365,Ntrust Infotech,3.7,(64 Reviews),Private,"Irvine,California",19 years old,51-200 employees (India)
6366,Crimson Interactiv...,3.3,(64 Reviews),"Mumbai,Maharashtra + 2 more",17 years old,201-500 employees (Global),
6367,Vinove Software & ...,3.6,(64 Reviews),Private,"Delhi/NCR,Delhi + 2 more",18 years old,201-500 employees (Global)
6368,Nerdy Turtlez,3.1,(64 Reviews),"Noida,Uttar Pradesh + 3 more",13 years old,201-500 employees (Global),
6369,Greytrix,4.5,(64 Reviews),"Mumbai,Maharashtra",22 years old,51-200 employees (India),
6370,BESIX,4.3,(135 Reviews),Woluwe-Saint-Lambert + 5 more,113 years old,,
6371,Groupe Seb,3.2,(65 Reviews),Ecully + 16 more,49 years old,,
6372,Rimini Street,4.3,(63 Reviews),Las Vegas,10 years old,201-500 employees (India),
6373,Metacube Software,4.4,(63 Reviews),"Jaipur,Rajasthan + 1 more",18 years old,501-1k employees (India),
6374,INIFD,3.7,(63 Reviews),Private,Chandigarh + 25 more,27 years old,51-200 employees (Global)
6375,Sensiple,3.2,(63 Reviews),Private,"Iselin,New Jersey",23 years old,201-500 employees (Global)
6376,Garuda Power,4.2,(63 Reviews),Private,Asansol + 10 more,13 years old,501-1k employees (Global)
6377,MTAR Technologies,4.4,(63 Reviews),Private,Hyderabad + 1 more,52 years old,1k-5k employees (Global)
6378,Navodaya Vidyalaya...,4.5,(63 Reviews),Private,Noida + 20 more,37 years old,501-1k employees (Global)
6379,movingDneedle,3.5,(63 Reviews),Private,Hyderabad,9 years old,51-200 employees (Global)
6380,Tamilnad Mercantil...,3.8,(63 Reviews),Private,"Chennai,Tamil Nadu + 22 more",101 years old,1k-5k employees (Global)
6381,Rays Power Infra,4.2,(63 Reviews),Private,Jaipur + 9 more,11 years old,201-500 employees (India)
6382,Zen Technologies,3.7,(63 Reviews),Public,Hyderabad + 4 more,29 years old,
6383,LEONI,3.0,(63 Reviews),Pune + 2 more,,,
6384,Minda Vast Access ...,3.9,(63 Reviews),Pune + 1 more,7 years old,,
6385,Gangavaram Port,3.8,(63 Reviews),Private,Visakhapatnam + 3 more,14 years old,1k-5k employees (Global)
6386,YLG Salon & Spa,3.9,(63 Reviews),Bengaluru + 2 more,13 years old,,
6387,Bharat Coking Coal,4.3,(63 Reviews),Dhanbad + 9 more,50 years old,50k-1 Lakh employees (Global),
6388,KerryIndev Logisti...,3.8,(63 Reviews),Private,"Chennai,Tamil Nadu + 13 more",38 years old,1k-5k employees (Global)
6389,SanDisk India Devi...,4.3,(63 Reviews),Private,San Jose + 3 more,17 years old,51-200 employees (Global)
6390,Ideas2IT Technolog...,4.6,(63 Reviews),Private,"Chennai,Tamil Nadu + 2 more",14 years old,201-500 employees (India)
6391,Yellow Banana Food...,2.9,(63 Reviews),Private,"Mumbai,Maharashtra + 2 more",24 years old,
6392,Jms Mining Service...,3.8,(63 Reviews),Private,Kolkata + 7 more,20 years old,1k-5k employees (Global)
6393,Western Heat And F...,3.6,(63 Reviews),Private,Pune,40 years old,201-500 employees (India)
6394,Tata Interactive S...,3.9,(63 Reviews),Mumbai + 14 more,32 years old,201-500 employees (Global),
6395,Navnit Motors,3.2,(63 Reviews),Mumbai + 5 more,36 years old,,
6396,Modern Constructio...,3.8,(63 Reviews),New Delhi + 14 more,46 years old,501-1k employees (Global),
6397,Gopal Corporation,3.8,(63 Reviews),Private,New Delhi + 14 more,80 years old,51-200 employees (Global)
